geneName,mean_phi,mean_sd,mean_length,mean_logPhi,mean_logSd,median_phi,median_sd,median_length,median_logPhi,median_logSd,n_isoforms
aars-1,0.756344377994537,7.71970656004503e-06,2382,-0.123712122440338,4.70847908878549e-06,0.756344377994537,7.71970656004503e-06,2382,-0.123712122440338,4.70847908878549e-06,1
aars-2,1.7480525970459,1.46310136802439e-05,2907,0.241277143359184,3.20267024969946e-06,1.7480525970459,1.46310136802439e-05,2907,0.241277143359184,3.20267024969946e-06,1
aass-1,1.11139494180679,7.6246503336399e-06,2832,0.0448573008179664,2.95769453495765e-06,1.11139494180679,7.6246503336399e-06,2832,0.0448573008179664,2.95769453495765e-06,2
aat-1,0.961415708065033,9.33841131865418e-06,1482,-0.0191075522452593,4.1827973044885e-06,0.961415708065033,9.33841131865418e-06,1482,-0.0191075522452593,4.1827973044885e-06,1
aat-2,1.02809834480286,9.16411214784148e-06,1452,0.0102652618661523,3.96288951034305e-06,1.02809834480286,9.16411214784148e-06,1452,0.0102652618661523,3.96288951034305e-06,1
aat-3,1.18620026111603,9.79744493316296e-06,1536,0.0727046243846416,3.54354025341336e-06,1.18620026111603,9.79744493316296e-06,1536,0.0727046243846416,3.54354025341336e-06,2
aat-4,0.692390918731689,9.20746638063253e-06,1581,-0.164123326539993,6.6452360973545e-06,0.692390918731689,9.20746638063253e-06,1581,-0.164123326539993,6.6452360973545e-06,1
aat-5,1.44999861717224,1.1237533254728e-05,1614,0.159961670637131,3.64312033031125e-06,1.44999861717224,1.1237533254728e-05,1614,0.159961670637131,3.64312033031125e-06,1
aat-6,0.812083393335342,8.71677295382132e-06,1557,-0.0929688066244126,4.76525507318806e-06,0.812083393335342,8.71677295382132e-06,1557,-0.0929688066244126,4.76525507318806e-06,2
aat-7,0.754409611225128,9.39665023000807e-06,1503,-0.126439467072487,6.36307530921693e-06,0.754409611225128,9.39665023000807e-06,1503,-0.126439467072487,6.36307530921693e-06,1
aat-8,0.891396462917328,9.59880732370789e-06,1452,-0.0528996586799622,5.43631595875543e-06,0.891396462917328,9.59880732370789e-06,1452,-0.0528996586799622,5.43631595875543e-06,1
aat-9,1.11296671628952,9.34374801492652e-06,1605,0.0448392983525992,3.8835139152767e-06,1.11296671628952,9.34374801492652e-06,1605,0.0448392983525992,3.8835139152767e-06,2
abce-1,1.56164872646332,1.22128385081812e-05,1833,0.192327842116356,3.27786723248273e-06,1.56164872646332,1.22128385081812e-05,1833,0.192327842116356,3.27786723248273e-06,1
abcf-1,0.898768842220306,8.29097392832198e-06,1869,-0.0482137911021709,4.03588999828455e-06,0.898768842220306,8.29097392832198e-06,1869,-0.0482137911021709,4.03588999828455e-06,1
abcf-2,1.5189688205719,1.32277814885846e-05,1869,0.180106773972511,3.44429115399329e-06,1.5189688205719,1.32277814885846e-05,1869,0.180106773972511,3.44429115399329e-06,1
abcf-3,1.17132866382599,9.013465763269e-06,2139,0.0674510300159454,3.23576590702658e-06,1.17132866382599,9.013465763269e-06,2139,0.0674510300159454,3.23576590702658e-06,1
abch-1,0.418874800205231,7.94808161707272e-06,1788,-0.387198448181152,9.54731737991152e-06,0.418874800205231,7.94808161707272e-06,1788,-0.387198448181152,9.54731737991152e-06,1
abcx-1,0.3413046002388,7.23831664239884e-06,2133,-0.479225933551788,1.13658322676722e-05,0.3413046002388,7.23831664239884e-06,2133,-0.479225933551788,1.13658322676722e-05,1
abf-1,1.02032244205475,2.21128383188475e-05,258,-0.00188187730964273,9.79894057390497e-06,1.02032244205475,2.21128383188475e-05,258,-0.00188187730964273,9.79894057390497e-06,1
abf-2,1.33830404281616,2.34005804147324e-05,258,0.119888827204704,7.65809421320793e-06,1.33830404281616,2.34005804147324e-05,258,0.119888827204704,7.65809421320793e-06,1
abf-3,0.568723738193512,1.58499904405779e-05,270,-0.263474881649017,1.32255339202838e-05,0.568723738193512,1.58499904405779e-05,270,-0.263474881649017,1.32255339202838e-05,1
abf-4,0.874834835529327,1.8270538362676e-05,372,-0.0680584236979485,9.50778611601881e-06,0.874834835529327,1.8270538362676e-05,372,-0.0680584236979485,9.50778611601881e-06,1
abf-5,0.993574500083923,1.80824744449806e-05,390,-0.0103360675275326,8.24261961387279e-06,0.993574500083923,1.80824744449806e-05,390,-0.0103360675275326,8.24261961387279e-06,1
abf-6,0.761177957057953,1.48352818427057e-05,588,-0.127328380942345,8.96325739369675e-06,0.761177957057953,1.48352818427057e-05,588,-0.127328380942345,8.96325739369675e-06,1
abhd-11.1,1.32623898983002,1.36751402634152e-05,894,0.120142370462418,4.81414287101369e-06,1.32623898983002,1.36751402634152e-05,894,0.120142370462418,4.81414287101369e-06,1
abhd-11.2,0.799699485301971,1.17123029776768e-05,900,-0.102403357625008,7.2192164405593e-06,0.799699485301971,1.17123029776768e-05,900,-0.102403357625008,7.2192164405593e-06,1
abhd-12,0.971662282943726,1.13779665123165e-05,1038,-0.0161088332533836,6.13320131496828e-06,0.971662282943726,1.13779665123165e-05,1038,-0.0161088332533836,6.13320131496828e-06,1
abhd-14,1.29478979110718,1.46378504323506e-05,741,0.109160721302032,5.36935344592033e-06,1.29478979110718,1.46378504323506e-05,741,0.109160721302032,5.36935344592033e-06,1
abhd-3.1,1.49462199211121,1.32245663343728e-05,1128,0.17287090420723,3.79340293743578e-06,1.49462199211121,1.32245663343728e-05,1128,0.17287090420723,3.79340293743578e-06,1
abhd-3.2,0.916649371385575,1.18966609635226e-05,940.5,-0.0420638909563422,5.98581674038143e-06,0.916649371385575,1.18966609635226e-05,940.5,-0.0420638909563422,5.98581674038143e-06,2
abhd-5.1,0.727458834648132,1.09924583286468e-05,1068,-0.14395634829998,7.50956866200753e-06,0.727458834648132,1.09924583286468e-05,1068,-0.14395634829998,7.50956866200753e-06,1
abhd-5.2,1.06883734464645,1.0683624494916e-05,1207.5,0.0265350979752839,4.42697678202109e-06,1.06883734464645,1.0683624494916e-05,1207.5,0.0265350979752839,4.42697678202109e-06,2
abi-1,0.633167326450348,9.9421496947075e-06,1410,-0.204429924488068,7.4533650906397e-06,0.633167326450348,9.9421496947075e-06,1410,-0.204429924488068,7.4533650906397e-06,1
abl-1,0.803756753603617,7.06477756721336e-06,3650,-0.0972257355848948,5.15098824292878e-06,0.801897585391998,7.11068804112021e-06,3645,-0.0983932986855507,5.16615300455572e-06,3
abt-1,0.597416639328003,6.57517785936421e-06,4558.5,-0.227200523018837,5.96755326809998e-06,0.597416639328003,6.57517785936421e-06,4558.5,-0.227200523018837,5.96755326809998e-06,2
abt-2,1.2943274974823,7.40365205904448e-06,6385.5,0.11075096577406,4.18728082456637e-06,1.2943274974823,7.40365205904448e-06,6385.5,0.11075096577406,4.18728082456637e-06,2
abt-4,1.52068448066711,9.47291334530879e-06,5409,0.180898889899254,3.70525832157793e-06,1.52068448066711,9.47291334530879e-06,5409,0.180898889899254,3.70525832157793e-06,1
abt-5,0.812374413013458,5.74605801595213e-06,4695,-0.0915175527334213,3.50938547948935e-06,0.812374413013458,5.74605801595213e-06,4695,-0.0915175527334213,3.50938547948935e-06,1
abt-6,0.739907026290894,1.22323060637024e-05,759,-0.13709482550621,7.52782426279329e-06,0.739907026290894,1.22323060637024e-05,759,-0.13709482550621,7.52782426279329e-06,1
abtm-1,0.652399043242137,1.24912794583318e-05,959,-0.207348917921384,9.45183612301902e-06,0.715580463409424,1.12840828092899e-05,477,-0.148921623826027,1.05566593102952e-05,3
abts-1,0.860006252924601,6.15904531463253e-06,3498,-0.0665984327594439,3.0817377022457e-06,0.861341714859009,6.20325965729185e-06,3486,-0.0659513548016548,3.07487316570249e-06,3
abts-2,0.785047173500061,7.56406939346056e-06,2214,-0.107209667563438,4.33798463497119e-06,0.785047173500061,7.56406939346056e-06,2214,-0.107209667563438,4.33798463497119e-06,1
abts-3,0.673780691623688,7.38079489158037e-06,2743.2,-0.175056156516075,5.363730439378e-06,0.678699135780334,7.45603580135209e-06,2673,-0.171034172177315,5.11210197986865e-06,5
abts-4,1.06795382499695,7.17530547254719e-06,2745,0.0275172251276672,3.05105265234095e-06,1.06662613153458,7.25002659763369e-06,2731.5,0.0269419113174081,3.09101384538824e-06,4
abu-1,1.33345830440521,1.77710940314696e-05,1278,0.122023239731789,4.8391913777909e-06,1.33345830440521,1.77710940314696e-05,1278,0.122023239731789,4.8391913777909e-06,1
abu-10,2.08571219444275,2.60117772553258e-05,1128,0.316684544086456,4.46849306491666e-06,2.08571219444275,2.60117772553258e-05,1128,0.316684544086456,4.46849306491666e-06,1
abu-11,2.16920399665833,2.55321855338623e-05,1188,0.333923488855362,4.32388381319907e-06,2.16920399665833,2.55321855338623e-05,1188,0.333923488855362,4.32388381319907e-06,1
abu-12,0.952005465825399,8.23221371788272e-06,2302,-0.0231693467746178,3.93167724685791e-06,0.939402639865875,8.25954065853147e-06,2325,-0.0287053436040878,3.87398297332256e-06,3
abu-13,1.43077719211578,1.43538045891725e-05,1482,0.153686389327049,3.93159867068636e-06,1.43077719211578,1.43538045891725e-05,1482,0.153686389327049,3.93159867068636e-06,1
abu-14,2.41641879081726,3.25125506357769e-05,1122,0.380415201187134,4.55170035801695e-06,2.41641879081726,3.25125506357769e-05,1122,0.380415201187134,4.55170035801695e-06,1
abu-15,2.03365659713745,2.83895684918513e-05,1167,0.305362790822983,4.67323501950823e-06,2.03365659713745,2.83895684918513e-05,1167,0.305362790822983,4.67323501950823e-06,1
abu-2,1.05256772041321,1.13273053037113e-05,1719,0.0198877938091755,4.49030800560328e-06,1.05256772041321,1.13273053037113e-05,1719,0.0198877938091755,4.49030800560328e-06,1
abu-3,1.07598268985748,1.38096394338538e-05,981,0.0282857902348042,5.52994325761275e-06,1.07598268985748,1.38096394338538e-05,981,0.0282857902348042,5.52994325761275e-06,1
abu-4,1.17725026607513,1.51163739717397e-05,1020,0.0676237046718597,5.23109212099332e-06,1.17725026607513,1.51163739717397e-05,1020,0.0676237046718597,5.23109212099332e-06,1
abu-5,1.15537309646606,1.7360289587346e-05,1008,0.0587934888899326,5.65097381767876e-06,1.15537309646606,1.7360289587346e-05,1008,0.0587934888899326,5.65097381767876e-06,1
abu-6,2.06184363365173,2.89510727374802e-05,1167,0.311317682266235,4.68857648528873e-06,2.06184363365173,2.89510727374802e-05,1167,0.311317682266235,4.68857648528873e-06,1
abu-7,2.1106379032135,2.87224065488858e-05,1317,0.321673214435577,4.51732964704378e-06,2.1106379032135,2.87224065488858e-05,1317,0.321673214435577,4.51732964704378e-06,1
abu-8,2.25954580307007,3.10189299179876e-05,1338,0.351261109113693,4.51684641818738e-06,2.25954580307007,3.10189299179876e-05,1338,0.351261109113693,4.51684641818738e-06,1
abu-9,1.3660808801651,1.79847966980731e-05,1137,0.132490396499634,4.89153631048381e-06,1.3660808801651,1.79847966980731e-05,1137,0.132490396499634,4.89153631048381e-06,1
AC3.12,0.616061568260193,1.61813471646079e-05,285,-0.226142704486847,1.20350107904179e-05,0.616061568260193,1.61813471646079e-05,285,-0.226142704486847,1.20350107904179e-05,1
AC3.5,0.68462285399437,6.88223207416726e-06,3112.5,-0.167003586888314,4.5401605899362e-06,0.68462285399437,6.88223207416726e-06,3112.5,-0.167003586888314,4.5401605899362e-06,2
AC7.3,1.30726993083954,1.45121862610871e-05,711,0.113739736378193,4.76501639771555e-06,1.30726993083954,1.45121862610871e-05,711,0.113739736378193,4.76501639771555e-06,1
AC8.1,1.04171371459961,8.12630015983777e-06,2214,0.0162947215139866,3.69962675106434e-06,1.04171371459961,8.12630015983777e-06,2214,0.0162947215139866,3.69962675106434e-06,1
AC8.10,0.914866030216217,9.92745118878953e-06,1320,-0.0413803681731224,4.99983509730565e-06,0.914866030216217,9.92745118878953e-06,1320,-0.0413803681731224,4.99983509730565e-06,1
AC8.11,0.894395291805267,1.41612756220919e-05,654,-0.054455254226923,7.49305330122788e-06,0.894395291805267,1.41612756220919e-05,654,-0.054455254226923,7.49305330122788e-06,1
AC8.12,0.982702076435089,1.35689210502284e-05,690,-0.01196363940835,6.30307571850974e-06,0.982702076435089,1.35689210502284e-05,690,-0.01196363940835,6.30307571850974e-06,1
AC8.2,1.47314262390137,1.53642158679878e-05,741,0.165882393717766,4.5602641742987e-06,1.47314262390137,1.53642158679878e-05,741,0.165882393717766,4.5602641742987e-06,1
AC8.3,0.915243625640869,1.03198930040011e-05,1320,-0.041737399995327,5.73812073118867e-06,0.915243625640869,1.03198930040011e-05,1320,-0.041737399995327,5.73812073118867e-06,1
AC8.4,0.892454564571381,1.45330077308015e-05,654,-0.0559677444398403,7.94354562046282e-06,0.892454564571381,1.45330077308015e-05,654,-0.0559677444398403,7.94354562046282e-06,1
AC8.5,1.14956426620483,1.11433757058559e-05,1176,0.0581830367445946,4.8026310776581e-06,1.14956426620483,1.11433757058559e-05,1176,0.0581830367445946,4.8026310776581e-06,1
AC8.6,0.657415747642517,1.44181692274321e-05,441,-0.19356532394886,1.03009972757624e-05,0.657415747642517,1.44181692274321e-05,441,-0.19356532394886,1.03009972757624e-05,1
AC8.7,0.987172544002533,1.33671764828555e-05,690,-0.00972372759133577,6.05065726922167e-06,0.987172544002533,1.33671764828555e-05,690,-0.00972372759133577,6.05065726922167e-06,1
acaa-2,1.71338379383087,1.63645651862952e-05,1185,0.232102483510971,3.8015730350194e-06,1.71338379383087,1.63645651862952e-05,1185,0.232102483510971,3.8015730350194e-06,1
acbp-1,2.58400130271912,4.11177933996382e-05,261,0.407758980989456,6.05990162265688e-06,2.58400130271912,4.11177933996382e-05,261,0.407758980989456,6.05990162265688e-06,1
acbp-3,1.71278715133667,2.49313073858814e-05,351,0.229609102010727,5.85210806508648e-06,1.71278715133667,2.49313073858814e-05,351,0.229609102010727,5.85210806508648e-06,1
acbp-4,0.707132637500763,1.52894424767466e-05,441,-0.1615060120821,1.01071588048931e-05,0.707132637500763,1.52894424767466e-05,441,-0.1615060120821,1.01071588048931e-05,1
acbp-5,1.21642780303955,1.41454212211089e-05,825,0.0817486494779587,5.66696984390043e-06,1.21642780303955,1.41454212211089e-05,825,0.0817486494779587,5.66696984390043e-06,1
acbp-6,1.54100632667542,2.07983346852434e-05,348,0.183775097131729,5.98081702221787e-06,1.54100632667542,2.07983346852434e-05,348,0.183775097131729,5.98081702221787e-06,1
acbp-7,0.787767946720123,1.5812602342493e-05,405,-0.113135948777199,9.41054787064369e-06,0.787767946720123,1.5812602342493e-05,405,-0.113135948777199,9.41054787064369e-06,1
acc-1,0.345359519124031,8.00834159401889e-06,1407,-0.475201770663262,1.14368378069998e-05,0.345359519124031,8.00834159401889e-06,1407,-0.475201770663262,1.14368378069998e-05,2
acc-2,0.569356441497803,9.65426948291891e-06,1338,-0.251803696155548,8.30836959002031e-06,0.569356441497803,9.65426948291891e-06,1338,-0.251803696155548,8.30836959002031e-06,1
acc-3,0.66166889667511,9.66218814081335e-06,1554,-0.185114562511444,7.68460461852095e-06,0.66166889667511,9.66218814081335e-06,1554,-0.185114562511444,7.68460461852095e-06,1
acc-4,0.942723214626312,1.03427912780648e-05,1227,-0.0285090859979391,5.22500620431224e-06,0.942723214626312,1.03427912780648e-05,1227,-0.0285090859979391,5.22500620431224e-06,1
acd-1,0.727696478366852,8.74289440189547e-06,1908,-0.141626715660095,5.84547699307053e-06,0.727696478366852,8.74289440189547e-06,1908,-0.141626715660095,5.84547699307053e-06,1
acd-2,0.853712975978851,8.19762959784513e-06,2082,-0.0708453953266144,4.44176011072392e-06,0.853712975978851,8.19762959784513e-06,2082,-0.0708453953266144,4.44176011072392e-06,1
acd-3,0.525002926588058,9.55231408842508e-06,1449,-0.28885480761528,9.65042580725693e-06,0.525002926588058,9.55231408842508e-06,1449,-0.28885480761528,9.65042580725693e-06,2
acd-4,0.525413572788239,8.62521242661036e-06,1842,-0.286584705114365,8.4125602433944e-06,0.525413572788239,8.62521242661036e-06,1842,-0.286584705114365,8.4125602433944e-06,1
acd-5,0.613574087619781,8.7767116869104e-06,2145,-0.217649072408676,7.48547856869483e-06,0.613574087619781,8.7767116869104e-06,2145,-0.217649072408676,7.48547856869483e-06,1
acdh-1,0.506659001111984,1.04139496242007e-05,1021.5,-0.305611819028854,9.90461654581669e-06,0.506659001111984,1.04139496242007e-05,1021.5,-0.305611819028854,9.90461654581669e-06,2
acdh-10,2.11610579490662,2.17939843547813e-05,1254,0.323648542165756,3.87797193328894e-06,2.11610579490662,2.17939843547813e-05,1254,0.323648542165756,3.87797193328894e-06,1
acdh-11,1.10736286640167,8.81801553490624e-06,1840.5,0.0428860913962126,3.52210755572e-06,1.10736286640167,8.81801553490624e-06,1840.5,0.0428860913962126,3.52210755572e-06,2
acdh-12,1.19562113285065,1.01173513355024e-05,1842,0.0761218294501305,3.53685301426203e-06,1.19562113285065,1.01173513355024e-05,1842,0.0761218294501305,3.53685301426203e-06,1
acdh-13,0.846695899963379,8.24922906053247e-06,1854,-0.0744434967637062,4.42129962862753e-06,0.846695899963379,8.24922906053247e-06,1854,-0.0744434967637062,4.42129962862753e-06,1
acdh-2,0.692526841163635,1.20338228315881e-05,795.6,-0.177322442503646,8.33870673134978e-06,0.604250311851501,1.12043624630767e-05,822,-0.225309014320374,8.79249638127908e-06,5
acdh-3,1.32578647136688,1.2076336644366e-05,1260,0.12075512856245,3.82960952467739e-06,1.32578647136688,1.2076336644366e-05,1260,0.12075512856245,3.82960952467739e-06,1
acdh-4,0.74771836400032,1.08075132831362e-05,1059,-0.131205897778272,6.51945296291739e-06,0.74771836400032,1.08075132831362e-05,1059,-0.131205897778272,6.51945296291739e-06,2
acdh-5,0.704344570636749,9.98255077152706e-06,1329,-0.156741142272949,6.36888950803902e-06,0.704344570636749,9.98255077152706e-06,1329,-0.156741142272949,6.36888950803902e-06,1
acdh-6,0.543940126895905,1.00086886128918e-05,1227,-0.27306541800499,9.18720069790233e-06,0.543940126895905,1.00086886128918e-05,1227,-0.27306541800499,9.18720069790233e-06,1
acdh-7,2.1338791847229,2.11669270691535e-05,1239,0.327354848384857,3.82938639139162e-06,2.1338791847229,2.11669270691535e-05,1239,0.327354848384857,3.82938639139162e-06,1
acdh-8,1.05833232402802,1.07944854060045e-05,1239,0.0223949383944273,4.39451535539931e-06,1.05833232402802,1.07944854060045e-05,1239,0.0223949383944273,4.39451535539931e-06,1
acdh-9,1.43936157226562,1.27854827643361e-05,1230,0.156482726335526,3.83779066382727e-06,1.43936157226562,1.27854827643361e-05,1230,0.156482726335526,3.83779066382727e-06,1
acds-10,0.827769219875336,6.48970488306373e-06,2958,-0.0834397375583649,3.43503777145875e-06,0.827769219875336,6.48970488306373e-06,2958,-0.0834397375583649,3.43503777145875e-06,1
ace-1,0.643612027168274,9.00316915991167e-06,1863,-0.196317955851555,6.92135005180967e-06,0.643612027168274,9.00316915991167e-06,1863,-0.196317955851555,6.92135005180967e-06,1
ace-2,0.790284335613251,9.00539344537033e-06,1890,-0.105670668184757,5.93846311726089e-06,0.790284335613251,9.00539344537033e-06,1890,-0.105670668184757,5.93846311726089e-06,1
ace-3,0.955938100814819,9.51300610362675e-06,1824,-0.0228982549160719,6.53447161677869e-06,0.955938100814819,9.51300610362675e-06,1824,-0.0228982549160719,6.53447161677869e-06,1
ace-4,1.1249041557312,9.6978165123347e-06,1809,0.0488587692379951,5.1271711030671e-06,1.1249041557312,9.6978165123347e-06,1809,0.0488587692379951,5.1271711030671e-06,1
acer-1,1.58920526504517,1.70405953472963e-05,1416,0.199196994304657,3.96027150447338e-06,1.58920526504517,1.70405953472963e-05,1416,0.199196994304657,3.96027150447338e-06,1
acin-1,1.22627091407776,9.71791342449593e-06,1743,0.0870757028460503,3.84153144255957e-06,1.22627091407776,9.71791342449593e-06,1743,0.0870757028460503,3.84153144255957e-06,1
acl-1,1.92649066448212,1.89947917601077e-05,789,0.282843470573425,4.00959604994516e-06,1.92649066448212,1.89947917601077e-05,789,0.282843470573425,4.00959604994516e-06,1
acl-11,0.738849401473999,1.03860707269167e-05,1107,-0.136017099022865,6.44150281790945e-06,0.738849401473999,1.03860707269167e-05,1107,-0.136017099022865,6.44150281790945e-06,1
acl-12,1.06663048267365,1.05472666173214e-05,1176,0.0258199125528336,4.42033924857899e-06,1.06663048267365,1.05472666173214e-05,1176,0.0258199125528336,4.42033924857899e-06,1
acl-13,0.789683908224106,1.39083991724963e-05,687,-0.110516708344221,8.22674324420688e-06,0.789683908224106,1.39083991724963e-05,687,-0.110516708344221,8.22674324420688e-06,2
acl-14,0.992346107959747,1.04911155884547e-05,1248,-0.00578661123290658,4.63449515981452e-06,0.992346107959747,1.04911155884547e-05,1248,-0.00578661123290658,4.63449515981452e-06,1
acl-2,0.801385760307312,1.4147442350642e-05,625.5,-0.103583075106144,8.1619645342627e-06,0.801385760307312,1.4147442350642e-05,625.5,-0.103583075106144,8.1619645342627e-06,2
acl-3,0.757156670093536,1.19843904794794e-05,855,-0.126682683825493,7.34011609636499e-06,0.757156670093536,1.19843904794794e-05,855,-0.126682683825493,7.34011609636499e-06,1
acl-4,1.19145411252976,1.00864487615768e-05,1543.5,0.0744920447468757,3.73152421455564e-06,1.19145411252976,1.00864487615768e-05,1543.5,0.0744920447468757,3.73152421455564e-06,2
acl-5,1.02731984853745,9.56552672578931e-06,1453.5,0.00975718721747397,4.11853866927443e-06,1.02731984853745,9.56552672578931e-06,1453.5,0.00975718721747397,4.11853866927443e-06,2
acl-6,0.983089804649352,8.49726150574293e-06,1917,-0.0098390728235245,3.97855067517844e-06,0.983089804649352,8.49726150574293e-06,1917,-0.0098390728235245,3.97855067517844e-06,2
acl-7,1.19700467586517,1.00319179946796e-05,2016,0.0753622278571129,6.21953183679538e-06,1.19700467586517,1.00319179946796e-05,2016,0.0753622278571129,6.21953183679538e-06,1
acl-8,0.922911703586578,1.05366820954954e-05,1119,-0.0379236936569214,5.34770903411517e-06,0.922911703586578,1.05366820954954e-05,1119,-0.0379236936569214,5.34770903411517e-06,1
acl-9,1.08909857273102,1.07968504480339e-05,1200,0.0349128134548664,4.34458750431304e-06,1.08909857273102,1.07968504480339e-05,1200,0.0349128134548664,4.34458750431304e-06,1
acly-1,1.79557538032532,1.36431863058045e-05,3321,0.253094762563705,3.02455729640237e-06,1.79557538032532,1.36431863058045e-05,3321,0.253094762563705,3.02455729640237e-06,1
acly-2,1.40850865840912,1.04447662814145e-05,3300,0.147686675190926,2.99491345418824e-06,1.40850865840912,1.04447662814145e-05,3300,0.147686675190926,2.99491345418824e-06,1
acn-1,1.43962413072586,1.36586765369039e-05,1860,0.15336050465703,3.83800273336065e-06,1.43962413072586,1.36586765369039e-05,1860,0.15336050465703,3.83800273336065e-06,2
aco-1,1.6741441488266,1.56037549783472e-05,2664,0.222305610775948,3.41465568054047e-06,1.6741441488266,1.56037549783472e-05,2664,0.222305610775948,3.41465568054047e-06,1
aco-2,1.90715509653091,2.10249418392786e-05,2193,0.278378799557686,3.79230243584229e-06,1.90715509653091,2.10249418392786e-05,2193,0.278378799557686,3.79230243584229e-06,2
acox-1.1,1.33204936981201,1.04805118416227e-05,1884,0.123218402266502,3.35222079076074e-06,1.33465445041656,1.02877476242341e-05,1938,0.124006249010563,3.34797965516237e-06,3
acox-1.2,0.810721457004547,8.58463079863291e-06,1986,-0.0940535813570023,5.39766372139607e-06,0.810721457004547,8.58463079863291e-06,1986,-0.0940535813570023,5.39766372139607e-06,1
acox-1.3,0.812596440315247,8.32775166213292e-06,1983,-0.0926145762205124,4.79480830677669e-06,0.812596440315247,8.32775166213292e-06,1983,-0.0926145762205124,4.79480830677669e-06,1
acox-1.4,0.811299324035645,8.64332648447864e-06,1989,-0.0936148539185524,5.15984790799062e-06,0.811299324035645,8.64332648447864e-06,1989,-0.0936148539185524,5.15984790799062e-06,1
acox-1.5,0.909457981586456,8.23175226205632e-06,1980,-0.0429935194551945,3.93256828433053e-06,0.909457981586456,8.23175226205632e-06,1980,-0.0429935194551945,3.93256828433053e-06,1
acox-1.6,1.0617733001709,8.57547203410737e-06,2004,0.0246264822781086,3.49247199404889e-06,1.0617733001709,8.57547203410737e-06,2004,0.0246264822781086,3.49247199404889e-06,1
acox-3,0.736481308937073,8.14525051051278e-06,2004,-0.135592460632324,4.95290820770979e-06,0.736481308937073,8.14525051051278e-06,2004,-0.135592460632324,4.95290820770979e-06,1
