GeneTag,PHI,log10.PHI,Std.Error,log10.Std.Error,0.025,0.975,log10.0.025,log10.0.975,,
Y67A10A.11,0.906810045,-0.051729877,3.59E-05,1.85E-05,0.557981914,1.263078067,-0.253379928,0.101430158,,
Y67A10A.10,0.763293922,-0.126871184,3.02E-05,1.91E-05,0.465711481,1.062356291,-0.331883056,0.026270182,,
oac-56,0.680020094,-0.173055768,1.87E-05,1.55E-05,0.474226742,0.832683647,-0.32401396,-0.079519965,,
ssu-2,0.702733338,-0.163131267,2.46E-05,2.16E-05,0.452619553,0.906251595,-0.344267235,-0.042751234,,
ssu-2,0.713844061,-0.154182926,2.37E-05,1.81E-05,0.469280386,0.92282582,-0.328567619,-0.034880263,,
ssu-2,0.663137019,-0.18654567,2.33E-05,1.80E-05,0.406808429,0.873477738,-0.39061006,-0.058748159,,
ssu-2,0.669807255,-0.183228329,2.38E-05,1.99E-05,0.412959143,0.874216576,-0.384097769,-0.058380963,,
Y67A10A.7,0.429143101,-0.38268888,2.05E-05,2.49E-05,0.20048634,0.621391615,-0.697915581,-0.206634708,,
paqr-3,0.78977859,-0.112208813,2.63E-05,2.23E-05,0.546451662,1.018829519,-0.262448486,0.008101519,,
paqr-3,0.754797339,-0.128915697,2.52E-05,1.59E-05,0.491055622,0.99369144,-0.308869316,-0.002748463,,
Y67A10A.9,0.593699455,-0.232813895,1.84E-05,1.59E-05,0.375319634,0.747305961,-0.425600469,-0.126501553,,
xdh-1,0.743032038,-0.130695954,1.28E-05,7.84E-06,0.611867502,0.85553635,-0.213342613,-0.067761543,,
F55B11.6,1.554788232,0.185795903,5.25E-05,1.42E-05,1.108047584,2.097443899,0.044558409,0.321690353,,
F55B11.7,0.511451423,-0.304424465,2.23E-05,2.35E-05,0.261656428,0.711815685,-0.582268592,-0.147632659,,
F55B11.2,0.947509944,-0.028999994,2.83E-05,1.48E-05,0.674018117,1.221305964,-0.171328433,0.086824467,,
F55B11.3,0.937304616,-0.033692993,2.83E-05,1.46E-05,0.672029972,1.210078196,-0.172611359,0.082813393,,
F55B11.5,0.784791768,-0.113140456,2.80E-05,1.74E-05,0.502447805,1.051918477,-0.298909051,0.021982083,,
F55B11.4,1.037283421,0.00874954,3.73E-05,1.59E-05,0.680034229,1.40566033,-0.167469672,0.147880388,,
tra-3,0.732970774,-0.139781579,1.92E-05,1.43E-05,0.534206187,0.891929384,-0.272291086,-0.049669537,,
LLC1.121,0.980485737,-0.055707112,9.38E-05,4.17E-05,0.349220204,2.114107027,-0.456900779,0.325126964,,
LLC1.2,1.725488424,0.233899295,4.38E-05,9.93E-06,1.420670676,2.226145113,0.152493414,0.347553186,,
LLC1.2,1.485645294,0.164530158,5.70E-05,1.59E-05,1.019517248,2.074847702,0.008394414,0.316986224,,
LLC1.2,1.053573489,-0.005336748,7.70E-05,3.17E-05,0.45558579,1.899654623,-0.341429845,0.278674648,,
dld-1,2.160332918,0.331763506,5.52E-05,9.26E-06,1.889913544,2.845478672,0.276441936,0.454155333,,
dld-1,1.793608546,0.249402031,5.48E-05,1.19E-05,1.40547405,2.395132625,0.147822828,0.379329408,,
Y57G11A.4,0.921951056,-0.039758049,2.64E-05,1.26E-05,0.676774502,1.173313636,-0.169556012,0.069414105,,
tag-273,1.205842257,0.079902738,1.79E-05,7.42E-06,1.066079841,1.396748091,0.02778973,0.145118077,,
tag-273,1.206689954,0.080334261,1.77E-05,6.86E-06,1.063532472,1.393588608,0.026750753,0.144134547,,
tag-273,1.133735895,0.052728221,1.97E-05,8.19E-06,0.962680578,1.330272414,-0.01651779,0.123940585,,
tag-273,0.979152322,-0.02010797,3.78E-05,2.25E-05,0.627204791,1.330188578,-0.202590671,0.123913205,,
tag-273,1.250987768,0.096014768,1.91E-05,6.59E-06,1.099349121,1.467731129,0.041135617,0.166646505,,
tag-273,1.222026825,0.085950375,1.76E-05,6.36E-06,1.081691758,1.407747207,0.034103521,0.148524674,,
Y57G11A.5,0.680425167,-0.181873262,3.39E-05,2.33E-05,0.356318126,1.027140986,-0.448163368,0.011630039,,
srh-64,0.551277637,-0.272064179,2.44E-05,2.36E-05,0.289142246,0.771888037,-0.538888474,-0.112445693,,
Y57G11A.2,1.208212972,0.08050485,2.12E-05,7.54E-06,1.030591847,1.431809406,0.013086654,0.155885198,,
T27E7.1,1.507286549,0.17526786,3.57E-05,1.00E-05,1.205293639,1.89844848,0.081092853,0.278398815,,
srh-65,0.980764449,-0.057927888,9.59E-05,4.31E-05,0.328958099,2.212820566,-0.482859494,0.344946187,,
srh-63,0.376546711,-0.439653963,1.85E-05,2.48E-05,0.181618254,0.545866982,-0.740840522,-0.262913181,,
T27E7.12,1.003242373,-0.048415482,0.000101316,4.22E-05,0.343640587,2.303684759,-0.463895552,0.362422875,,
T27E7.3,0.611397147,-0.222174779,2.19E-05,1.84E-05,0.367922446,0.806427116,-0.434243723,-0.093434878,,
T27E7.10,1.517981291,0.17727007,4.14E-05,1.18E-05,1.150493208,1.958585187,0.060883886,0.291942432,,
T27E7.4,0.495721489,-0.315764338,2.04E-05,2.09E-05,0.271267926,0.68579496,-0.566601559,-0.163805727,,
T27E7.5,0.480799556,-0.332710594,2.22E-05,2.47E-05,0.242773922,0.688255249,-0.614797974,-0.162250495,,
pals-29,0.779720902,-0.113325119,2.21E-05,1.45E-05,0.553545865,0.974844229,-0.25684639,-0.011064781,,
T27E7.11,0.89029485,-0.072100833,5.52E-05,2.81E-05,0.410910918,1.484227856,-0.386252319,0.171500524,,
T27E7.9,0.596847415,-0.232353106,2.15E-05,1.79E-05,0.367141678,0.797054195,-0.435166311,-0.09851215,,
pals-30,0.731426299,-0.142131314,2.18E-05,1.66E-05,0.505708303,0.9228141,-0.296101179,-0.034885778,,
Y57G11B.6,0.456485838,-0.36058104,2.61E-05,2.79E-05,0.211893674,0.729775527,-0.673882038,-0.136810707,,
Y57G11B.2,0.772874475,-0.122265391,3.19E-05,1.98E-05,0.454912253,1.082782776,-0.342072629,0.034541335,,
Y57G11B.2,0.759689867,-0.135075584,3.65E-05,2.60E-05,0.398668215,1.118861401,-0.399390887,0.048776289,,
glb-34,0.875066698,-0.065469809,3.01E-05,1.72E-05,0.576558686,1.156703472,-0.239156483,0.063221985,,
glb-34,0.868603528,-0.069364309,3.03E-05,1.84E-05,0.571101115,1.154132513,-0.243287041,0.06225557,,
Y57G11B.3,0.915575087,-0.044388551,2.91E-05,1.51E-05,0.63314846,1.196125245,-0.198494447,0.077776647,,
Y57G11B.5,1.163553357,0.062228918,3.02E-05,1.11E-05,0.892000801,1.473709551,-0.049634757,0.168411889,,
Y57G11B.4,0.756116629,-0.128243923,2.51E-05,1.61E-05,0.495350469,0.987705073,-0.305087448,-0.005372775,,
Y57G11B.223,1.050366163,0.010231662,4.73E-05,1.99E-05,0.634563598,1.526484273,-0.197524857,0.183692334,,
Y57G11B.8,0.853720427,-0.080823429,3.90E-05,2.11E-05,0.480736108,1.244594473,-0.318093263,0.095027865,,
irld-18,0.930700123,-0.036382295,2.82E-05,1.37E-05,0.659103687,1.2147145,-0.181046259,0.084474193,,
dmd-6,1.608106852,0.204451278,3.07E-05,7.99E-06,1.386351715,1.989108791,0.141873422,0.298658512,,
dmd-6,1.411444187,0.147369668,2.94E-05,8.92E-06,1.158577365,1.727971701,0.063925029,0.237536392,,
dmd-6,1.37536788,0.136058286,2.90E-05,9.04E-06,1.132200265,1.689323592,0.05392325,0.227712845,,
irld-4,0.926953435,-0.038119663,2.83E-05,1.36E-05,0.656569663,1.206989638,-0.182719209,0.081703542,,
ule-2,0.694006681,-0.16910854,2.83E-05,2.02E-05,0.413088391,0.96715889,-0.38395722,-0.014502173,,
Y57G11C.39,0.838712871,-0.082799949,2.75E-05,1.54E-05,0.564875022,1.100295846,-0.24804763,0.041509439,,
Y57G11C.32,0.427236378,-0.381032228,1.73E-05,2.21E-05,0.201260728,0.568414783,-0.696242025,-0.245334654,,
Y57G11C.33,1.084423423,0.029107105,3.38E-05,1.54E-05,0.767850709,1.417529551,-0.114723237,0.151532117,,
Y57G11C.33,1.133238792,0.048225679,3.48E-05,1.56E-05,0.799835582,1.462069181,-0.096999285,0.164967922,,
anoh-2,0.472577542,-0.339278847,1.84E-05,2.70E-05,0.244424236,0.616563851,-0.611857852,-0.210021942,,
anoh-2,0.452584386,-0.355959564,1.77E-05,2.25E-05,0.22165892,0.59148327,-0.654314789,-0.228057535,,
Y57G11C.31,0.809939921,-0.095830329,2.18E-05,1.26E-05,0.596211192,1.017071128,-0.224599914,0.007351323,,
Y57G11C.1143,0.571922898,-0.258635908,2.82E-05,2.53E-05,0.285599074,0.844441568,-0.544243205,-0.073430484,,
haf-8,0.49102211,-0.318330348,1.84E-05,1.95E-05,0.271376818,0.643878141,-0.566427286,-0.191196319,,
Y57G11C.40,0.992439449,-0.008308277,2.95E-05,1.34E-05,0.705876231,1.283838017,-0.151271442,0.108510232,,
Y57G11C.41,0.950065434,-0.027517676,2.92E-05,1.37E-05,0.669063656,1.240641762,-0.174532588,0.093646395,,
lgc-7,0.511701822,-0.301265746,2.04E-05,2.00E-05,0.279972971,0.694012633,-0.552883941,-0.158632627,,
lgc-8,0.501662672,-0.310852379,2.05E-05,2.16E-05,0.281262997,0.681673188,-0.550887415,-0.166423856,,
Y57G11C.42,0.452956259,-0.355736852,1.85E-05,2.25E-05,0.247196495,0.614071186,-0.606957748,-0.21178128,,
Y57G11C.42,0.409713089,-0.401889563,1.91E-05,2.41E-05,0.195867548,0.584044689,-0.708038393,-0.233553985,,
Y57G11C.42,0.397786081,-0.415101707,1.83E-05,2.49E-05,0.193180322,0.565258134,-0.714037262,-0.247753179,,
Y57G11C.42,0.349262714,-0.473563284,1.78E-05,2.57E-05,0.163385256,0.520922986,-0.786787266,-0.283226489,,
Y57G11C.499,1.11344254,0.042951047,2.79E-05,1.18E-05,0.862435872,1.391715386,-0.064273193,0.143550386,,
Y57G11C.7,1.028802872,0.008830805,2.58E-05,1.11E-05,0.777411918,1.283666815,-0.109348807,0.108452314,,
ptp-5.2,0.898323238,-0.049474068,2.02E-05,1.03E-05,0.70124887,1.084402954,-0.154127924,0.035190688,,
Y57G11C.5,0.826993287,-0.08560276,1.90E-05,1.07E-05,0.639098441,1.000458669,-0.194432266,0.000199152,,
Y57G11C.5,0.847867191,-0.074572109,1.91E-05,1.02E-05,0.649950958,1.023689859,-0.18711943,0.010168381,,
Y57G11C.5,0.75254041,-0.130366415,2.57E-05,1.60E-05,0.500877663,0.995950699,-0.300268681,-0.001762215,,
vti-1,1.021527171,0.002862762,3.05E-05,1.68E-05,0.74388086,1.303492637,-0.128496616,0.115108516,,
mrps-7,1.024151325,0.006255473,2.75E-05,1.21E-05,0.75075123,1.285593714,-0.124504075,0.109103713,,
Y57G11C.3,1.336893559,0.12337704,3.01E-05,9.74E-06,1.072838858,1.662183778,0.030534489,0.220679032,,
Y57G11C.3,1.338606,0.123943873,3.00E-05,9.73E-06,1.070410319,1.651316492,0.029550268,0.217830318,,
Y57G11C.43,0.784069955,-0.112181284,2.49E-05,1.61E-05,0.530746197,1.010829972,-0.275113109,0.004678106,,
Y57G11C.44,1.059931636,0.019783612,3.32E-05,1.40E-05,0.744373545,1.398041407,-0.128209123,0.145520033,,
Y57G11C.44,1.341307998,0.121089682,4.60E-05,1.51E-05,0.929189937,1.822760972,-0.031895629,0.260729715,,
Y57G11C.44,0.976930082,-0.026723351,5.30E-05,2.46E-05,0.503414924,1.535785676,-0.29807448,0.186330601,,
Y57G11C.36,1.787161469,0.249904156,3.82E-05,8.69E-06,1.519250133,2.283747945,0.181629283,0.358648167,,
Y57G11C.51,1.400292158,0.142063186,3.71E-05,1.25E-05,1.061785966,1.787044043,0.026036667,0.252135252,,
Y57G11C.57,0.997760177,-0.053421155,1.00E-04,4.45E-05,0.318784529,2.230425906,-0.496502817,0.34838773,,
Y57G11C.8,1.149546504,0.056136671,3.07E-05,1.30E-05,0.865808354,1.444891706,-0.062578229,0.159835297,,
Y57G11C.1130,1.015669227,-0.000743272,3.63E-05,1.66E-05,0.659912687,1.37512873,-0.180513635,0.138343355,,
nlp-56,1.148601413,0.052241791,4.21E-05,1.71E-05,0.736707779,1.566045807,-0.132704749,0.194804461,,
nlp-56,1.013458133,-0.004631381,4.01E-05,2.09E-05,0.633225216,1.408680622,-0.19844191,0.148812539,,
nlp-56,0.975971878,-0.020907514,3.98E-05,2.01E-05,0.578705962,1.359813752,-0.237542059,0.133479423,,
Y57G11C.9,1.244336963,0.09331318,2.15E-05,7.59E-06,1.065920142,1.474021663,0.027724668,0.168503694,,
Y57G11C.9,1.275342107,0.104030117,2.21E-05,7.44E-06,1.08649466,1.523424625,0.036027596,0.182820953,,
Y57G11C.9,1.166221261,0.056410015,4.92E-05,1.95E-05,0.692754509,1.657113438,-0.159420639,0.219352229,,
Y57G11C.9,1.615487337,0.202465937,5.38E-05,1.42E-05,1.137319282,2.201826092,0.055882401,0.342783008,,
gdi-1,2.248397827,0.349022031,5.81E-05,9.44E-06,1.954447435,2.998142348,0.291023993,0.476851515,,
gdi-1,2.177789211,0.335302919,5.46E-05,9.23E-06,1.892455435,2.869050733,0.277025654,0.457738226,,
gdi-1,1.698572874,0.22439836,5.86E-05,1.38E-05,1.252388625,2.330233226,0.097739112,0.36739935,,
coq-3,1.201432467,0.075501747,2.96E-05,1.34E-05,0.942292833,1.488873124,-0.025814113,0.17285769,,
nuo-3,2.393498659,0.374440223,7.79E-05,1.21E-05,1.911288218,3.315419241,0.28132618,0.520538259,,
Y57G11C.1147,1.782892346,0.245124981,6.13E-05,1.43E-05,1.286082076,2.462167905,0.109268676,0.391317665,,
arl-8,1.664745688,0.21803157,4.13E-05,1.08E-05,1.32800399,2.120640735,0.123199375,0.326467088,,
Y57G11C.14,1.27678287,0.102971219,3.02E-05,1.07E-05,1.009986508,1.591319149,0.004315569,0.201757276,,
Y57G11C.1142,0.93027705,-0.059745014,7.38E-05,3.18E-05,0.400244102,1.640714423,-0.397675075,0.215032967,,
Y57G11C.54,0.739064991,-0.142590404,3.21E-05,2.05E-05,0.425774032,1.056292529,-0.370820832,0.023784159,,
oig-5,0.964913487,-0.021892324,3.23E-05,1.51E-05,0.651460363,1.291401443,-0.186112188,0.111061267,,
Y57G11C.46,0.431907475,-0.379467875,2.05E-05,2.47E-05,0.214989224,0.609350976,-0.6675858,-0.215132625,,
sec-61,2.965879202,0.467986435,9.97E-05,1.11E-05,2.593062695,4.006607954,0.413813016,0.602776792,,
sec-61,2.990195274,0.471125454,0.000108047,1.15E-05,2.59446484,4.124676923,0.414047789,0.615389821,,
rps-18,3.119944811,0.489251316,0.000109391,1.22E-05,2.553260549,4.398581616,0.407095134,0.643312326,,
hhat-2,0.777448058,-0.113841489,2.00E-05,1.35E-05,0.582568717,0.949310871,-0.234652868,-0.022591551,,
Y57G11C.22,0.483279884,-0.328785211,2.07E-05,2.35E-05,0.245047409,0.66576317,-0.610751718,-0.176680242,,
Y57G11C.18,0.514408827,-0.299150258,1.91E-05,2.14E-05,0.271122249,0.669212494,-0.566836493,-0.174436055,,
Y57G11C.20,0.656277657,-0.187597007,1.80E-05,1.33E-05,0.456066099,0.813558079,-0.340972272,-0.089611454,,
Y57G11C.21,0.85002166,-0.076658733,2.73E-05,1.50E-05,0.576263678,1.113624539,-0.239378901,0.046738787,,
Y57G11C.52,0.838736713,-0.090008646,3.99E-05,2.28E-05,0.459597299,1.224374177,-0.337622669,0.087914161,,
Y57G11C.23,0.780231357,-0.110868797,1.83E-05,1.05E-05,0.59352373,0.953793007,-0.226561917,-0.020545875,,
Y57G11C.38,0.791052878,-0.108711757,2.54E-05,1.68E-05,0.536276886,1.017185913,-0.270610949,0.007400309,,
Y57G11C.38,1.298964024,0.096888535,7.14E-05,2.45E-05,0.678784609,2.088354665,-0.168268119,0.319804235,,
eps-8,1.313440561,0.117223874,1.92E-05,6.54E-06,1.161683603,1.531343754,0.065087834,0.18507243,,
eps-8,1.329527974,0.122452661,1.98E-05,6.71E-06,1.175833765,1.564902599,0.070345925,0.194487299,,
eps-8,1.417307377,0.149819255,2.35E-05,8.01E-06,1.240212699,1.698628631,0.093496172,0.230098437,,
eps-8,1.319000363,0.118742771,2.07E-05,7.68E-06,1.16176082,1.560777589,0.065116725,0.193340994,,
eps-8,1.33523047,0.124286704,2.03E-05,6.73E-06,1.180501879,1.577746512,0.07206668,0.198037055,,
eps-8,1.305367231,0.113732204,2.15E-05,9.45E-06,1.148630278,1.538967923,0.06018026,0.187229568,,
eps-8,1.324074268,0.120545946,2.03E-05,7.18E-06,1.161495002,1.546230243,0.065017342,0.189274163,,
eps-8,1.248419404,0.094985537,2.00E-05,6.91E-06,1.072418594,1.477652493,0.030364335,0.16957231,,
eps-8,1.270485282,0.102322549,2.22E-05,7.65E-06,1.093002098,1.522746465,0.03862099,0.182627599,,
eps-8,0.846425176,-0.080596872,3.25E-05,1.72E-05,0.53576771,1.142554177,-0.271023561,0.057876801,,
pnc-2,0.828305244,-0.087262265,2.46E-05,1.45E-05,0.583808525,1.058017386,-0.233729584,0.024492799,,
ccch-5,1.13000083,0.048810013,3.16E-05,1.22E-05,0.833004981,1.457477433,-0.079352402,0.163601837,,
srt-51,0.614501655,-0.222611994,2.52E-05,2.11E-05,0.336649693,0.845233823,-0.472822383,-0.073023134,,
Y57G11C.26,0.975822747,-0.060298949,9.59E-05,4.35E-05,0.33369812,2.152859881,-0.47664669,0.333015243,,
Y57G11C.29,0.998359859,-0.051403478,9.80E-05,4.39E-05,0.316121275,2.222861932,-0.500147343,0.346912166,,
Y57G11C.28,0.670350194,-0.184280351,2.50E-05,2.20E-05,0.409302264,0.88927248,-0.387955858,-0.050965148,,
Y57G11C.1131,0.776863456,-0.127834424,4.36E-05,2.61E-05,0.392099298,1.232987947,-0.406603939,0.090958827,,
Y57G11C.1133,0.988253295,-0.056799941,9.80E-05,4.44E-05,0.335992809,2.190567426,-0.473670269,0.340556451,,
Y57G11C.1144,0.759332597,-0.136014849,3.91E-05,2.52E-05,0.376100427,1.143454324,-0.424697616,0.058218816,,
Y57G11C.30,0.676491857,-0.177696243,2.37E-05,1.77E-05,0.420308152,0.895372289,-0.37643219,-0.047996351,,
Y57G11C.30,0.64723146,-0.200567722,2.71E-05,2.19E-05,0.37417874,0.903823743,-0.426920989,-0.043916255,,
Y57G11C.48,0.858018279,-0.071883127,2.69E-05,1.38E-05,0.604372624,1.123283756,-0.218695217,0.050489462,,
Y41E3.22,0.704556584,-0.165814057,3.35E-05,2.28E-05,0.378023045,1.044540041,-0.422481788,0.018925091,,
Y41E3.1,0.94687742,-0.025922311,1.78E-05,9.23E-06,0.781646554,1.105551877,-0.106989599,0.043579112,,
Y41E3.1,0.926352441,-0.037400007,2.45E-05,1.25E-05,0.686320025,1.163527877,-0.163473329,0.065776766,,
Y41E3.1,0.899472475,-0.07055214,6.02E-05,3.02E-05,0.397519487,1.516862239,-0.400641894,0.180946118,,
Y41E3.20,0.909892797,-0.053118639,4.03E-05,2.16E-05,0.513756819,1.297103947,-0.289242404,0.112974756,,
atln-2,0.52142632,-0.292299092,1.98E-05,1.94E-05,0.286824971,0.691715993,-0.54238305,-0.160072183,,
atln-2,0.495544493,-0.316432476,2.04E-05,2.17E-05,0.260642226,0.680459262,-0.583955409,-0.167197874,,
dpy-4,3.261591196,0.508384645,0.000119251,1.22E-05,2.7431771,4.64291085,0.438253847,0.666788944,,
atln-2,0.477136612,-0.333932579,2.05E-05,2.28E-05,0.248689345,0.663533068,-0.604343495,-0.178137429,,
atln-2,0.441035837,-0.370369405,2.12E-05,2.42E-05,0.216432703,0.646545441,-0.664679908,-0.189400958,,
Y41E3.466,0.990494728,-0.052334517,9.87E-05,4.16E-05,0.345971229,2.184680849,-0.460960033,0.339387978,,
Y41E3.21,0.992149115,-0.049200408,9.56E-05,4.01E-05,0.355939487,2.165801954,-0.448623883,0.33561865,,
Y41E3.6,2.190633774,0.33643657,6.44E-05,1.17E-05,1.713716931,3.025827275,0.233939086,0.480844122,,
Y41E3.5,0.984632909,-0.055364061,9.74E-05,4.20E-05,0.320754524,2.158298934,-0.493827209,0.334111423,,
qars-1,1.514635324,0.17901358,2.36E-05,6.75E-06,1.352610703,1.827465462,0.131172797,0.261849177,,
qars-1,1.393230557,0.142473608,2.37E-05,7.36E-06,1.204834331,1.669701634,0.080927334,0.222638816,,
qars-1,1.387633085,0.140512958,2.54E-05,7.78E-06,1.17615888,1.670272128,0.07046599,0.2227872,,
qars-1,1.421456456,0.149952069,3.25E-05,9.81E-06,1.131379751,1.779370975,0.053608355,0.250266492,,
Y41E3.7,1.441283584,0.156356856,2.83E-05,9.68E-06,1.221151743,1.752048657,0.086769634,0.243546162,,
Y41E3.7,1.453348994,0.160041019,2.86E-05,9.43E-06,1.229920616,1.763122934,0.089877081,0.246282528,,
Y41E3.7,1.353770494,0.129108533,2.75E-05,9.55E-06,1.126017731,1.645690462,0.051545166,0.216348152,,
Y41E3.7,1.589427471,0.196415275,4.76E-05,1.30E-05,1.15848621,2.104138805,0.063890868,0.323074362,,
Y41E3.7,1.388692856,0.138725147,3.17E-05,1.33E-05,1.135786108,1.716342172,0.055296539,0.234603873,,
Y41E3.7,1.403285861,0.144733161,2.93E-05,9.26E-06,1.146701512,1.715801393,0.059450385,0.234466985,,
Y41E3.7,1.236899972,0.087912969,3.31E-05,1.31E-05,0.9301373,1.549786963,-0.031452958,0.190272003,,
Y41E3.7,1.126697302,0.037213422,5.16E-05,2.60E-05,0.656869513,1.645941089,-0.182521041,0.216414152,,
fcd-2,1.0594275,0.023726223,1.41E-05,7.69E-06,0.951435584,1.178878637,-0.021620626,0.071469096,,
Y41E3.8,1.231500983,0.082785413,4.55E-05,1.65E-05,0.809314272,1.686550659,-0.091882826,0.226999379,,
Y41E3.8,1.195103765,0.066752054,5.13E-05,1.99E-05,0.723419689,1.727071837,-0.140609826,0.237310402,,
fcd-2,0.942382813,-0.027864587,1.65E-05,9.25E-06,0.79608828,1.081959251,-0.099038771,0.034210904,,
fcd-2,0.885394335,-0.055368617,1.86E-05,9.47E-06,0.697143661,1.059295977,-0.156677721,0.025017322,,
eef-1B.2,2.729306459,0.431609184,9.44E-05,1.15E-05,2.307158277,3.756316831,0.363077389,0.574761997,,
eef-1B.2,1.52842021,0.182254985,2.90E-05,8.52E-06,1.312483546,1.880755774,0.118093867,0.274332402,,
hrpu-1,1.180324316,0.070349149,1.63E-05,8.96E-06,1.069815785,1.329567019,0.029309001,0.123710233,,
hrpu-1,1.124554038,0.048929762,1.88E-05,9.48E-06,0.972959463,1.292927942,-0.011905254,0.111574321,,
hrpu-1,1.060163617,0.023211364,1.93E-05,9.37E-06,0.886083047,1.24266391,-0.052525573,0.094353674,,
hrpu-1,0.818044782,-0.102643274,4.16E-05,2.41E-05,0.427870186,1.249987549,-0.368688359,0.096905686,,
srt-47,1.137815475,0.05368631,2.35E-05,9.22E-06,0.922674039,1.379025939,-0.034951701,0.13957241,,
Y41E3.19,0.7918607,-0.106528208,2.32E-05,1.39E-05,0.563352884,1.013128242,-0.24921948,0.005664418,,
Y41E3.13,0.794837713,-0.111156449,3.53E-05,2.05E-05,0.455633816,1.146590781,-0.341384069,0.059408438,,
Y41E3.18,0.674685776,-0.177726954,2.11E-05,1.69E-05,0.454275628,0.85972043,-0.342680681,-0.065642778,,
srt-48,0.532994509,-0.285744727,2.25E-05,2.29E-05,0.284611252,0.735206577,-0.545749222,-0.133590619,,
srt-50,0.948290527,-0.026224131,2.27E-05,1.06E-05,0.731512119,1.166710832,-0.135778572,0.066963189,,
srt-49,0.898228049,-0.05030407,2.25E-05,1.17E-05,0.672958692,1.107705198,-0.172011593,0.044424194,,
srt-44,0.74960041,-0.131027311,2.32E-05,1.49E-05,0.512540581,0.964099371,-0.290271744,-0.015878205,,
M199.2,0.959343433,-0.020362673,1.95E-05,9.13E-06,0.762021963,1.152081211,-0.1180326,0.061483085,,
M199.134,1.360824704,0.126714125,4.84E-05,1.60E-05,0.91206663,1.864971033,-0.039973552,0.270672059,,
M199.135,0.774029136,-0.132209539,4.74E-05,2.77E-05,0.365863912,1.279540236,-0.436680616,0.107053863,,
clec-188,1.013890624,-0.040949993,0.000100067,4.08E-05,0.362952867,2.248133085,-0.440150155,0.351821689,,
M199.136,0.769186199,-0.120875113,2.55E-05,1.63E-05,0.503993887,1.005151219,-0.297574756,0.002231403,,
clec-189,0.473596483,-0.340982884,2.42E-05,2.52E-05,0.227587814,0.706349826,-0.642851073,-0.150980208,,
M199.7,0.485437065,-0.327864558,2.28E-05,2.33E-05,0.240847447,0.700688461,-0.618258038,-0.154475051,,
clec-190,0.946570039,-0.028776605,2.81E-05,1.32E-05,0.67300188,1.221544226,-0.171983758,0.086909192,,
M199.9,1.820200443,0.252848208,6.94E-05,1.57E-05,1.253582212,2.59808624,0.09815282,0.414653524,,
col-135,0.68578136,-0.171085149,2.27E-05,1.71E-05,0.437823596,0.885521806,-0.358700838,-0.052800771,,
col-135,0.694128096,-0.166467145,2.22E-05,1.90E-05,0.475913192,0.879581279,-0.322472355,-0.055724023,,
M199.8,1.474556684,0.159685627,5.95E-05,1.79E-05,0.93324646,2.089123305,-0.030003653,0.319964074,,
srg-51,0.415308744,-0.396857738,2.02E-05,2.45E-05,0.196028436,0.60765257,-0.707680956,-0.216344914,,
str-78,0.715452909,-0.153914228,2.41E-05,1.94E-05,0.469292774,0.922232351,-0.328556264,-0.035159649,,
Y40H7A.2,0.623977363,-0.217043966,2.69E-05,2.23E-05,0.347962214,0.881685858,-0.458468004,-0.054686236,,
Y40H7A.2,0.661348939,-0.193231925,3.03E-05,2.34E-05,0.351308737,0.953810736,-0.454312987,-0.020537794,,
Y40H7A.3,0.590080857,-0.242166385,2.51E-05,2.39E-05,0.32904245,0.816375903,-0.482748078,-0.088109833,,
Y40H7A.3,0.661482692,-0.19078283,2.89E-05,2.05E-05,0.371588581,0.955179435,-0.429937697,-0.019915037,,
Y40H7A.4,0.804229736,-0.099847093,2.38E-05,1.39E-05,0.561015086,1.029243341,-0.251025815,0.012518002,,
Y40H7A.4,0.822506249,-0.090861931,2.43E-05,1.59E-05,0.583356786,1.040772916,-0.234065748,0.017355981,,
Y40H7A.4,1.135913134,0.049491554,3.67E-05,1.45E-05,0.791289653,1.510410258,-0.101664533,0.179094922,,
Y40H7A.14,0.997438669,-0.051120561,9.83E-05,4.32E-05,0.342232855,2.167720972,-0.465678333,0.336003356,,
srd-23,1.458450913,0.160913393,3.05E-05,1.12E-05,1.214542292,1.771958273,0.084412639,0.248453403,,
sra-30,0.543919265,-0.276235312,2.23E-05,2.23E-05,0.291698332,0.740212693,-0.535066108,-0.130643473,,
Y40H7A.15,1.131110549,0.050510652,2.32E-05,1.14E-05,0.93245901,1.355239756,-0.03037025,0.132016131,,
Y40H7A.7,0.922259688,-0.039862026,2.47E-05,1.37E-05,0.684497242,1.144180336,-0.164628351,0.058494479,,
Y40H7A.147,0.997829497,-0.050458733,9.87E-05,4.32E-05,0.353918357,2.266461684,-0.451096932,0.355348376,,
Y40H7A.9,0.98451525,-0.055766761,9.76E-05,4.24E-05,0.331483271,2.192657077,-0.479538393,0.340970588,,
Y40H7A.10,0.693957865,-0.167100787,2.40E-05,1.90E-05,0.451226568,0.905608248,-0.345605345,-0.043059632,,
Y40H7A.11,0.912171662,-0.049572691,3.69E-05,1.89E-05,0.559854717,1.280619663,-0.251924791,0.107420147,,
pkd-2,1.322851419,0.119287662,2.18E-05,1.07E-05,1.163477216,1.557570779,0.065757859,0.192447789,,
lgc-52,0.637510836,-0.204881132,2.25E-05,2.05E-05,0.392687811,0.834313172,-0.40595264,-0.07867091,,
