GeneID,LS,LS_EXP,SecondMax,RestMean,FoldDiff 
WBGene00001828,elongating embryo Ce,61350,321,105.75,580.141844
WBGene00005016,L2L3_larva,63389,259,110,576.2636364
WBGene00000665,L2L3_larva,32430,134,56.75,571.4537445
WBGene00001076,elongating embryo Ce,270384,1396,488.25,553.781874
WBGene00000627,dauer larva Ce,6236,27,11.5,542.2608696
WBGene00000752,adult Ce,8640,35,16.25,531.6923077
WBGene00000754,adult Ce,94497,327,187.75,503.3129161
WBGene00014183,L2L3_larva,11814,45,24,492.25
WBGene00020832,dauer larva Ce,15627,73,32.5,480.8307692
WBGene00021263,adult Ce,7810,35,16.25,480.6153846
WBGene00000660,dauer larva Ce,13016,66,27.25,477.6513761
WBGene00013145,elongating embryo Ce,14833,44,32,463.53125
WBGene00016636,adult Ce,37366,171,80.75,462.7368421
WBGene00219298,dauer larva Ce,11745,54,26.75,439.0654206
WBGene00013867,adult Ce,20199,97,46.75,432.0641711
WBGene00013505,dauer larva Ce,5698,22,13.25,430.0377358
WBGene00020063,dauer larva Ce,24889,209,59.25,420.0675105
WBGene00009029,elongating embryo Ce,5883,22,14.25,412.8421053
WBGene00016670,dauer larva Ce,7753,40,19,408.0526316
WBGene00235092,dauer larva Ce,8538,72,21,406.5714286
WBGene00022820,adult Ce,19280,123,50.5,381.7821782
WBGene00015694,dauer larva Ce,16453,102,43.25,380.416185
WBGene00005017,L2L3_larva,47663,175,125.75,379.0298211
WBGene00016789,dauer larva Ce,7549,33,20,377.45
WBGene00017465,dauer larva Ce,14138,121,37.5,377.0133333
WBGene00013393,adult Ce,9657,60,26,371.4230769
WBGene00000851,dauer larva Ce,8334,41,22.5,370.4
WBGene00000597,adult Ce,44368,232,123.5,359.2550607
WBGene00016549,elongating embryo Ce,5477,23,15.25,359.147541
WBGene00000618,L2L3_larva,42163,210,117.75,358.0721868
WBGene00018824,elongating embryo Ce,5419,48,15.5,349.6129032
WBGene00002085,elongating embryo Ce,6484,33,18.75,345.8133333
WBGene00013394,adult Ce,13924,97,40.5,343.8024691
WBGene00008378,adult Ce,18671,113,55.5,336.4144144
WBGene00000682,dauer larva Ce,6569,62,19.75,332.6075949
WBGene00004397,L2L3_larva,25941,121,78.5,330.4585987
WBGene00044417,elongating embryo Ce,6223,52,19,327.5263158
WBGene00022822,adult Ce,6548,36,21,311.8095238
WBGene00021029,L1 larva Ce,6483,45,21.5,301.5348837
WBGene00001734,dauer larva Ce,15593,130,52,299.8653846
WBGene00003529,dauer larva Ce,10830,127,37.25,290.738255
WBGene00000670,adult Ce,10833,63,37.5,288.88
WBGene00022013,dauer larva Ce,36632,319,127.5,287.3098039
WBGene00005324,dauer larva Ce,8181,66,29.75,274.9915966
WBGene00003717,elongating embryo Ce,7409,73,27,274.4074074
WBGene00001070,L2L3_larva,34937,265,132,264.6742424
WBGene00219423,dauer larva Ce,25063,246,95.5,262.4397906
WBGene00018489,elongating embryo Ce,11179,105,43.25,258.4739884
WBGene00006925,adult Ce,530024,6635,2052.75,258.2019242
WBGene00189995,elongating embryo Ce,14593,127,57.25,254.8995633
WBGene00001074,L2L3_larva,52524,524,210.25,249.8168847
WBGene00044109,L2L3_larva,6565,83,26.75,245.4205607
WBGene00000613,dauer larva Ce,9411,89,38.5,244.4415584
WBGene00020242,L1 larva Ce,51815,613,219.25,236.3283922
WBGene00000757,adult Ce,34141,279,144.75,235.8618307
WBGene00000649,L2L3_larva,31568,424,139.75,225.8890877
WBGene00002051,elongating embryo Ce,43057,432,191.25,225.1346405
WBGene00006731,L1 larva Ce,7047,85,31.75,221.9527559
WBGene00000469,elongating embryo Ce,40677,540,184.75,220.173207
WBGene00008377,adult Ce,13330,161,60.75,219.4238683
WBGene00000712,adult Ce,16721,174,77.75,215.0610932
WBGene00016084,adult Ce,11811,108,56.25,209.9733333
WBGene00017143,elongating embryo Ce,22648,315,110.75,204.496614
WBGene00015613,elongating embryo Ce,14686,214,72,203.9722222
WBGene00001066,L2L3_larva,54791,563,272,201.4375
WBGene00008592,dauer larva Ce,18186,309,90.75,200.3966942
WBGene00017509,dauer larva Ce,15582,267,78.75,197.8666667
WBGene00000252,L2L3_larva,13064,137,67.5,193.5407407
WBGene00009001,dauer larva Ce,10973,194,57.5,190.8347826
WBGene00189961,dauer larva Ce,25332,496,133.75,189.3981308
WBGene00001105,elongating embryo Ce,8478,65,45.25,187.359116
WBGene00021279,elongating embryo Ce,15684,299,87,180.2758621
WBGene00007458,adult Ce,17039,307,95.5,178.4188482
WBGene00011175,elongating embryo Ce,47752,552,267.75,178.3454715
WBGene00001071,L2L3_larva,17638,144,99.25,177.7128463
WBGene00021134,L1 larva Ce,12138,231,69,175.9130435
WBGene00077692,dauer larva Ce,14654,218,90.5,161.9226519
WBGene00045394,adult Ce,6434,69,39.75,161.8616352
WBGene00012899,elongating embryo Ce,10278,112,65.5,156.9160305
WBGene00021005,adult Ce,12320,124,80,154
WBGene00011157,dauer larva Ce,7677,195,50.5,152.019802
WBGene00000620,dauer larva Ce,9810,139,65.25,150.3448276
WBGene00000399,L2L3_larva,16942,335,116.5,145.4248927
WBGene00015700,dauer larva Ce,17656,437,129.5,136.3397683
WBGene00000657,adult Ce,9736,144,71.5,136.1678322
WBGene00008477,L1 larva Ce,135044,3124,996.25,135.5523212
WBGene00044383,elongating embryo Ce,19974,400,152.25,131.1921182
WBGene00002117,elongating embryo Ce,5680,130,44,129.0909091
WBGene00001067,L2L3_larva,44177,567,364,121.3653846
WBGene00021525,elongating embryo Ce,9971,239,82.25,121.2279635
WBGene00010234,elongating embryo Ce,82215,1951,687.5,119.5854545
WBGene00001858,elongating embryo Ce,191502,5892,1623.75,117.9381062
WBGene00004155,elongating embryo Ce,35287,674,301.75,116.9411765
WBGene00008263,elongating embryo Ce,9718,172,83.75,116.0358209
WBGene00008563,elongating embryo Ce,65138,1224,571,114.0770578
WBGene00016092,dauer larva Ce,5979,121,54,110.7222222
WBGene00012557,adult Ce,7789,162,71,109.7042254
WBGene00009156,elongating embryo Ce,11038,291,101.75,108.4815725
WBGene00000722,L2L3_larva,51460,688,494.5,104.0647118
WBGene00019964,dauer larva Ce,5447,207,53,102.7735849
WBGene00018606,elongating embryo Ce,8272,121,83.5,99.06586826
WBGene00002013,dauer larva Ce,144300,5808,1461.5,98.73417722
WBGene00010183,dauer larva Ce,8776,228,89.25,98.33053221
WBGene00021641,L2L3_larva,22434,360,230.5,97.32754881
WBGene00008102,elongating embryo Ce,13827,315,146.25,94.54358974
WBGene00008779,elongating embryo Ce,37095,765,394.75,93.97086764
WBGene00011699,dauer larva Ce,44301,1588,474.25,93.41275698
WBGene00019995,L1 larva Ce,5461,154,61.25,89.15918367
WBGene00000703,adult Ce,20079,586,225.25,89.1409545
WBGene00014173,L1 larva Ce,10252,343,115.5,88.76190476
WBGene00009035,adult Ce,41341,1024,467.5,88.42994652
WBGene00000251,L2L3_larva,27261,579,312.25,87.30504404
WBGene00000402,L2L3_larva,20304,597,237.5,85.49052632
WBGene00004374,adult Ce,55016,1250,651,84.50998464
WBGene00000465,adult Ce,131827,1988,1579.25,83.47443407
WBGene00000782,L1 larva Ce,24288,1092,298.25,81.43503772
WBGene00015402,L1 larva Ce,55939,2051,689.75,81.1003987
WBGene00000675,adult Ce,49146,1249,610.25,80.53420729
WBGene00021726,elongating embryo Ce,8429,224,105.75,79.70685579
WBGene00016923,dauer larva Ce,7947,297,100.25,79.27182045
WBGene00017032,L1 larva Ce,9274,220,120.25,77.12266112
WBGene00001955,L1 larva Ce,533376,14490,7093.25,75.19486836
WBGene00011063,adult Ce,23817,519,317.5,75.01417323
WBGene00015083,adult Ce,33716,731,452.5,74.51049724
WBGene00021479,dauer larva Ce,5305,153,71.25,74.45614035
WBGene00004153,L1 larva Ce,8389,342,113,74.23893805
WBGene00077439,dauer larva Ce,5483,193,74,74.09459459
WBGene00011644,L1 larva Ce,10467,341,142.5,73.45263158
WBGene00015398,L1 larva Ce,8202,416,112.25,73.06904232
WBGene00013900,L1 larva Ce,8830,308,123,71.78861789
WBGene00001123,elongating embryo Ce,25819,1013,362.75,71.17574087
WBGene00000615,L2L3_larva,16504,651,232.5,70.98494624
WBGene00015102,adult Ce,104236,1671,1479.75,70.44162865
WBGene00007723,L1 larva Ce,8149,295,119.5,68.19246862
WBGene00010501,dauer larva Ce,12052,483,177,68.09039548
WBGene00016262,dauer larva Ce,18601,888,273.75,67.94885845
WBGene00020595,L1 larva Ce,13570,370,199.75,67.93491865
WBGene00016359,elongating embryo Ce,8634,260,127.25,67.85068762
WBGene00009292,elongating embryo Ce,15949,328,236.5,67.43763214
WBGene00003534,L2L3_larva,5815,159,86.5,67.22543353
WBGene00011906,elongating embryo Ce,22157,961,330.25,67.09159727
WBGene00022680,L2L3_larva,17640,518,263,67.07224335
WBGene00011508,elongating embryo Ce,35136,1758,524.75,66.95759886
WBGene00001958,elongating embryo Ce,6302,240,96.25,65.47532468
WBGene00017296,elongating embryo Ce,6583,291,102,64.53921569
WBGene00002026,dauer larva Ce,34346,1329,540,63.6037037
WBGene00010351,adult Ce,181382,5918,2883.25,62.9088702
WBGene00004241,adult Ce,54171,1228,874.25,61.96282528
WBGene00009361,elongating embryo Ce,13516,303,218.25,61.92898053
WBGene00011104,elongating embryo Ce,5763,181,93.25,61.80160858
WBGene00021478,dauer larva Ce,14392,904,233.75,61.57005348
WBGene00010893,elongating embryo Ce,12782,702,207.75,61.52587244
WBGene00010189,elongating embryo Ce,13651,402,222,61.49099099
WBGene00007036,dauer larva Ce,19515,1209,320,60.984375
WBGene00000301,elongating embryo Ce,122158,5023,2031.5,60.13192222
WBGene00002248,elongating embryo Ce,118499,5789,2036.25,58.19472069
WBGene00006372,L1 larva Ce,90087,2550,1577.75,57.09839962
WBGene00010935,L1 larva Ce,345805,12066,6057.5,57.08708213
WBGene00017507,dauer larva Ce,29675,1241,525.75,56.44317641
WBGene00044024,elongating embryo Ce,21285,776,390.25,54.54196028
WBGene00044901,dauer larva Ce,11632,413,214.25,54.29171529
WBGene00018232,L1 larva Ce,15743,712,291,54.09965636
WBGene00008640,dauer larva Ce,30575,1855,566.5,53.9717564
WBGene00001432,elongating embryo Ce,21398,1034,397.5,53.83144654
WBGene00009429,L2L3_larva,28344,1292,527.75,53.70724775
WBGene00018384,L1 larva Ce,14698,412,273.75,53.6913242
WBGene00015795,L2L3_larva,9382,365,174.75,53.68812589
WBGene00022349,elongating embryo Ce,10498,383,196.25,53.49299363
WBGene00004932,dauer larva Ce,18619,843,348.5,53.42611191
WBGene00021876,L1 larva Ce,289401,13535,5551.75,52.1278876
WBGene00012289,L1 larva Ce,103704,4331,2023.5,51.24981468
WBGene00001760,L1 larva Ce,39875,1536,781.25,51.04
WBGene00005832,L1 larva Ce,13404,852,263,50.96577947
WBGene00013520,dauer larva Ce,10256,389,202.5,50.64691358
WBGene00015408,L1 larva Ce,27068,1087,534.75,50.61804582
WBGene00000731,dauer larva Ce,9404,417,186.75,50.35609103
WBGene00022287,L2L3_larva,7489,246,149,50.26174497
WBGene00016088,elongating embryo Ce,44577,2887,887.75,50.213461
WBGene00021513,elongating embryo Ce,19753,1403,394.25,50.1027267
WBGene00010673,L2L3_larva,8894,299,178,49.96629213
WBGene00018803,L1 larva Ce,34798,2183,698.25,49.83601862
WBGene00044482,L1 larva Ce,14856,568,301.75,49.23280862
WBGene00000753,L2L3_larva,7096,301,144.25,49.19237435
WBGene00009653,elongating embryo Ce,95229,5293,1937.25,49.15679443
WBGene00012420,elongating embryo Ce,9164,353,186.5,49.13672922
WBGene00006445,L1 larva Ce,41021,1531,836.5,49.03885236
WBGene00020550,L2L3_larva,12997,501,268.25,48.45107176
WBGene00022386,L1 larva Ce,33599,1842,694,48.41354467
WBGene00018273,dauer larva Ce,5318,386,110.25,48.23582766
WBGene00009963,dauer larva Ce,6878,568,144.5,47.59861592
WBGene00004267,L1 larva Ce,99552,3469,2115,47.06950355
WBGene00011320,adult Ce,5837,197,125,46.696
WBGene00002265,L1 larva Ce,1014562,31253,21759.25,46.62669899
WBGene00000256,L2L3_larva,13532,1124,292.5,46.26324786
WBGene00012101,L1 larva Ce,12771,722,280.5,45.52941176
WBGene00010001,L1 larva Ce,44967,2270,996,45.14759036
WBGene00010773,L1 larva Ce,13288,685,296.5,44.81618887
WBGene00003057,L2L3_larva,15291,822,341.75,44.74323336
WBGene00019177,L1 larva Ce,7882,296,178,44.28089888
WBGene00206522,L1 larva Ce,15455,1320,349.75,44.18870622
WBGene00044756,elongating embryo Ce,7970,321,182,43.79120879
WBGene00017149,L1 larva Ce,21168,1538,485.25,43.62287481
WBGene00001441,L1 larva Ce,333197,12941,7662.75,43.48269224
WBGene00022645,L2L3_larva,42582,2513,981.75,43.37356761
WBGene00020192,L1 larva Ce,104727,4860,2421,43.25774473
WBGene00016178,adult Ce,6775,205,157.75,42.94770206
WBGene00021693,L1 larva Ce,10356,694,241.5,42.88198758
WBGene00014199,elongating embryo Ce,12022,872,282.5,42.55575221
WBGene00018547,elongating embryo Ce,87857,4102,2108.75,41.66307054
WBGene00017618,dauer larva Ce,21585,1670,529,40.80340265
WBGene00009041,elongating embryo Ce,9111,764,224.5,40.58351893
WBGene00008565,L2L3_larva,14327,795,356,40.24438202
WBGene00009389,L1 larva Ce,74333,4349,1864.75,39.86217992
WBGene00017133,elongating embryo Ce,25453,1762,638.75,39.8481409
WBGene00004005,dauer larva Ce,24514,1291,615.5,39.82778229
WBGene00019661,elongating embryo Ce,5265,340,133,39.58646617
WBGene00020740,L1 larva Ce,35352,2270,900.5,39.25818989
WBGene00003092,dauer larva Ce,11010,1007,287,38.36236934
WBGene00016534,adult Ce,49387,2096,1291.25,38.24743466
WBGene00020714,L1 larva Ce,10181,770,266.5,38.20262664
WBGene00018355,elongating embryo Ce,6233,318,163.25,38.18070444
WBGene00009534,L1 larva Ce,57530,2302,1517,37.92353329
WBGene00007605,L2L3_larva,106390,7126,2806.25,37.91180401
WBGene00016069,elongating embryo Ce,5881,400,157.5,37.33968254
WBGene00016003,dauer larva Ce,8197,671,219.75,37.30147895
WBGene00013982,elongating embryo Ce,7752,371,208,37.26923077
WBGene00004239,adult Ce,30988,1433,838,36.97852029
WBGene00044649,dauer larva Ce,5315,355,144.75,36.71848014
WBGene00001950,elongating embryo Ce,8463,408,231.75,36.51779935
WBGene00016013,dauer larva Ce,22965,1589,631.25,36.38019802
WBGene00007938,L2L3_larva,10985,908,304.75,36.04593929
WBGene00008043,L2L3_larva,6738,655,187,36.03208556
WBGene00012239,elongating embryo Ce,163348,13257,4560.5,35.81800241
WBGene00017582,L1 larva Ce,60670,2277,1695.25,35.78823182
WBGene00016295,elongating embryo Ce,5980,538,168.75,35.43703704
WBGene00000647,L2L3_larva,6251,453,178.25,35.0687237
WBGene00003618,L1 larva Ce,75117,3340,2152.25,34.90161459
WBGene00017762,L1 larva Ce,14894,602,427.5,34.83976608
WBGene00009897,adult Ce,7291,574,210.75,34.59549229
WBGene00010936,L1 larva Ce,15041,852,437.25,34.39908519
WBGene00019426,elongating embryo Ce,29089,1947,861,33.78513357
WBGene00013923,L1 larva Ce,37062,2827,1097,33.78486782
WBGene00020854,L1 larva Ce,347709,29906,10309.25,33.72786575
WBGene00020128,L2L3_larva,78519,5285,2345.75,33.47287648
WBGene00017233,L1 larva Ce,7259,750,220.5,32.92063492
WBGene00007765,dauer larva Ce,8358,456,257.75,32.42677013
WBGene00012084,L1 larva Ce,10617,632,327.5,32.41832061
WBGene00015311,elongating embryo Ce,5883,368,181.5,32.41322314
WBGene00006980,L1 larva Ce,6359,370,196.5,32.36132316
WBGene00014125,L1 larva Ce,52106,4849,1610.5,32.35392735
WBGene00009476,dauer larva Ce,32667,2822,1014.75,32.19216556
WBGene00013418,elongating embryo Ce,7341,400,228.75,32.09180328
WBGene00021897,L1 larva Ce,9459,834,294.75,32.09160305
WBGene00003746,L1 larva Ce,124895,11070,3896,32.05723819
WBGene00003528,L1 larva Ce,20199,1615,631.25,31.99841584
WBGene00194651,elongating embryo Ce,10612,676,333.25,31.84396099
WBGene00001725,L2L3_larva,14583,760,458.5,31.80588877
WBGene00009212,elongating embryo Ce,5434,445,171.5,31.6851312
WBGene00017481,elongating embryo Ce,6259,418,198.25,31.57124842
WBGene00019967,L1 larva Ce,9978,647,317,31.47634069
WBGene00004398,L2L3_larva,42489,5157,1354.75,31.3629821
WBGene00020777,L1 larva Ce,12441,662,399.25,31.16092674
WBGene00045379,elongating embryo Ce,8108,579,260.25,31.15465898
WBGene00002107,L1 larva Ce,8523,966,275.25,30.96457766
WBGene00044073,L1 larva Ce,15195,1704,492.25,30.86846115
WBGene00021123,L1 larva Ce,14712,1131,488.5,30.11668373
WBGene00021931,L2L3_larva,7039,603,234.25,30.04909285
WBGene00004114,L1 larva Ce,24194,1969,807.25,29.97088882
WBGene00000778,elongating embryo Ce,19590,2016,653.75,29.96558317
WBGene00013007,L2L3_larva,6370,684,213.25,29.87104338
WBGene00008448,L2L3_larva,13551,828,455,29.78241758
WBGene00011974,L1 larva Ce,16710,1459,564.25,29.61453257
WBGene00015002,L1 larva Ce,6056,469,204.75,29.57753358
WBGene00002124,elongating embryo Ce,35230,2504,1192,29.55536913
WBGene00000496,adult Ce,26386,1459,894.5,29.4980436
WBGene00022679,L2L3_larva,17898,1046,607,29.48599671
WBGene00001210,elongating embryo Ce,54720,5948,1863.5,29.36409981
WBGene00012917,L2L3_larva,6478,464,222.5,29.11460674
WBGene00003591,L1 larva Ce,34717,3546,1195.25,29.04580632
WBGene00018268,L1 larva Ce,71050,5252,2458,28.90561432
WBGene00021547,elongating embryo Ce,14684,1286,509.5,28.82041217
WBGene00017621,dauer larva Ce,48243,3576,1674.25,28.81469315
WBGene00017653,L1 larva Ce,26815,2203,932.25,28.76374363
WBGene00021035,adult Ce,25522,1742,887.5,28.7571831
WBGene00016052,L1 larva Ce,18561,1333,646.5,28.7099768
WBGene00000438,L1 larva Ce,16519,1104,579.25,28.51791109
WBGene00019858,L1 larva Ce,5919,427,209,28.32057416
WBGene00000901,L1 larva Ce,188081,9463,6658.5,28.24675227
WBGene00022257,adult Ce,23529,1014,834,28.21223022
WBGene00019811,adult Ce,8730,400,310.25,28.1385979
WBGene00018760,L1 larva Ce,8617,798,306.75,28.09127954
WBGene00015857,L1 larva Ce,10418,1328,371,28.08086253
WBGene00021625,L2L3_larva,14531,1081,517.5,28.07922705
WBGene00008027,L1 larva Ce,6156,655,219.25,28.07753706
WBGene00014047,L1 larva Ce,7051,827,252.5,27.92475248
WBGene00009865,L1 larva Ce,12270,966,440.75,27.83891095
WBGene00012204,L1 larva Ce,120411,6048,4337.75,27.75886116
WBGene00012585,dauer larva Ce,46746,5592,1684.25,27.754787
WBGene00003003,L1 larva Ce,83233,5550,3021.25,27.54919321
WBGene00001068,L2L3_larva,23685,3046,860.25,27.53269398
WBGene00009532,L1 larva Ce,454550,47715,16534,27.49183501
WBGene00010982,dauer larva Ce,12199,1055,444.5,27.44431946
WBGene00001606,adult Ce,10098,434,368,27.44021739
WBGene00017430,L1 larva Ce,254151,25800,9339.5,27.21248461
WBGene00000699,L2L3_larva,29240,3366,1078,27.12430427
WBGene00019636,L1 larva Ce,16961,1139,626.5,27.0726257
WBGene00000017,L1 larva Ce,20223,1667,750,26.964
WBGene00000793,L1 larva Ce,70337,4229,2611.75,26.93098497
WBGene00004023,L1 larva Ce,23177,2359,863,26.85631518
WBGene00007817,L1 larva Ce,8185,1002,305.5,26.79214403
WBGene00009619,L1 larva Ce,7763,799,289.75,26.79206212
WBGene00045248,L1 larva Ce,6402,631,239.25,26.75862069
WBGene00006657,L1 larva Ce,21879,1402,818.25,26.73877177
WBGene00015063,elongating embryo Ce,28699,3104,1076.5,26.65954482
WBGene00018538,L1 larva Ce,30512,2981,1145.5,26.63640332
WBGene00011869,L1 larva Ce,335191,26509,12588,26.62782015
WBGene00021446,L1 larva Ce,7895,695,296.75,26.60488627
WBGene00000220,elongating embryo Ce,42884,4980,1612.75,26.59060611
WBGene00021576,elongating embryo Ce,26963,3169,1018,26.48624754
WBGene00011880,L1 larva Ce,129642,16427,4931.5,26.28855318
WBGene00021116,L1 larva Ce,7471,733,287.25,26.00870322
WBGene00014077,L1 larva Ce,7651,609,294.25,26.00169924
WBGene00007840,L1 larva Ce,7820,865,301.5,25.93698176
WBGene00021894,L1 larva Ce,30040,2536,1162.25,25.84641858
WBGene00014006,L1 larva Ce,16341,1975,632.75,25.82536547
WBGene00016505,L1 larva Ce,54003,6065,2099,25.7279657
WBGene00001837,L1 larva Ce,195796,11693,7616.25,25.70766453
WBGene00019840,L1 larva Ce,13883,1403,542.5,25.59078341
WBGene00006825,L1 larva Ce,80986,4846,3185.25,25.42531983
WBGene00001410,L1 larva Ce,38664,2387,1531,25.2540823
WBGene00020379,elongating embryo Ce,174995,17232,6958,25.15018684
WBGene00000561,elongating embryo Ce,7389,501,294,25.13265306
WBGene00014233,L1 larva Ce,30099,2091,1201.25,25.05639958
WBGene00021328,L1 larva Ce,11839,1112,478.25,24.75483534
WBGene00018730,L1 larva Ce,23950,3043,969,24.71620227
WBGene00014213,L1 larva Ce,140868,7660,5713,24.65744793
WBGene00050939,L2L3_larva,9029,917,366.5,24.63574352
WBGene00015569,elongating embryo Ce,18079,982,735.25,24.58891533
WBGene00000934,L1 larva Ce,14183,1491,581.25,24.40086022
WBGene00001824,elongating embryo Ce,328012,39343,13460,24.36939079
WBGene00012436,elongating embryo Ce,11132,1504,458.25,24.2924168
WBGene00020114,L1 larva Ce,277055,20620,11440,24.21809441
WBGene00022612,elongating embryo Ce,10563,1380,438,24.11643836
WBGene00014848,L1 larva Ce,41163,4875,1712.25,24.04029785
WBGene00017418,L1 larva Ce,29355,4591,1227.75,23.90959071
WBGene00018204,L1 larva Ce,5612,376,234.75,23.90628328
WBGene00008776,elongating embryo Ce,5723,567,239.5,23.89561587
WBGene00015340,L2L3_larva,6184,648,260,23.78461538
WBGene00008851,elongating embryo Ce,41671,6347,1759,23.69016487
WBGene00009896,L1 larva Ce,15519,1842,655.5,23.67505721
WBGene00002055,L1 larva Ce,60723,8821,2570.25,23.62532828
WBGene00003995,L2L3_larva,16307,1718,692.5,23.54801444
WBGene00018250,L1 larva Ce,6627,459,281.5,23.54174067
WBGene00012794,L1 larva Ce,87620,5721,3730.25,23.48904229
WBGene00013642,L1 larva Ce,10297,1196,439.25,23.44223108
WBGene00000652,elongating embryo Ce,46661,3605,1991,23.43596183
WBGene00020626,elongating embryo Ce,24677,2356,1055.5,23.37944102
WBGene00022004,L1 larva Ce,23641,3194,1013.75,23.32034525
WBGene00010315,L1 larva Ce,11974,1205,514.5,23.27308066
WBGene00009380,L1 larva Ce,68706,5409,2954.5,23.25469623
WBGene00003228,adult Ce,22381,1593,963.25,23.23488191
WBGene00004345,L1 larva Ce,29801,3172,1290.75,23.08812706
WBGene00000742,L2L3_larva,15284,2310,664.75,22.99210229
WBGene00019282,elongating embryo Ce,40164,5121,1750.5,22.94430163
WBGene00015518,elongating embryo Ce,7106,636,310.5,22.88566828
WBGene00016457,elongating embryo Ce,41188,5677,1800,22.88222222
WBGene00009805,L1 larva Ce,5465,658,239,22.86610879
WBGene00019278,elongating embryo Ce,8690,1136,380.5,22.83837057
WBGene00015993,L1 larva Ce,88274,15404,3875.25,22.77891749
WBGene00012019,L1 larva Ce,109597,8684,4819.25,22.74150542
WBGene00044078,L1 larva Ce,95854,15756,4218.5,22.72229465
WBGene00018256,elongating embryo Ce,12766,1767,563.75,22.64478936
WBGene00004878,L1 larva Ce,6503,526,287.75,22.59947871
WBGene00009628,L1 larva Ce,167072,15503,7458,22.40171628
WBGene00020386,dauer larva Ce,13109,1869,585.5,22.38941076
WBGene00011824,L1 larva Ce,19235,1363,862.75,22.29498696
WBGene00011304,L1 larva Ce,713059,69368,32084.25,22.2245806
WBGene00022072,L2L3_larva,12329,1521,555.75,22.18443545
WBGene00001607,adult Ce,23844,1394,1077.25,22.13413785
WBGene00011069,L1 larva Ce,8611,926,389.5,22.10783055
WBGene00020294,L1 larva Ce,24429,2327,1107.75,22.05280975
WBGene00000516,elongating embryo Ce,27032,2956,1226.75,22.03545955
WBGene00000785,L2L3_larva,101302,12452,4620.25,21.92565337
WBGene00007709,adult Ce,61502,8353,2808.25,21.90047182
WBGene00011383,elongating embryo Ce,171471,21518,7841.75,21.86642012
WBGene00008952,L1 larva Ce,7055,878,322.75,21.85902401
WBGene00077693,L1 larva Ce,100199,12660,4584,21.85842059
WBGene00019717,L1 larva Ce,13688,1619,626.25,21.85708583
WBGene00004008,L1 larva Ce,31283,5001,1432.25,21.84185722
WBGene00018041,elongating embryo Ce,31177,4057,1429.5,21.80972368
WBGene00013639,L1 larva Ce,38129,3978,1754,21.73831243
WBGene00007772,L1 larva Ce,38426,2675,1770,21.70960452
WBGene00018514,L1 larva Ce,10026,1125,463.75,21.61940701
