GeneID,LS,LS_EXP,SecondMax,RestMean,FoldDiff 
aly-1, elongating embryo,175.0,39.0,26.4,6.628787878787879
aly-2, adult,245.0,65.0,45.4,5.39647577092511
aly-3, elongating embryo,137.0,87.0,65.6,2.0884146341463414
ama-1, adult,98.0,54.0,40.0,2.45
apc-11, elongating embryo,69.0,45.0,21.2,3.2547169811320757
aph-1, elongating embryo,52.0,25.0,16.4,3.1707317073170733
aph-2, elongating embryo,46.0,15.0,11.6,3.9655172413793105
apl-1, L1 larva,1087.0,482.0,250.2,4.344524380495604
apm-1, L1 larva,240.0,96.0,50.2,4.780876494023904
app-1, L3 larva,85.0,85.0,42.2,2.014218009478673
app-1, adult,104.0,85.0,38.4,2.7083333333333335
1-Apr, elongating embryo,81.0,45.0,22.2,3.6486486486486487
aps-2, elongating embryo,183.0,46.0,35.8,5.111731843575419
aps-1, elongating embryo,128.0,50.0,41.4,3.0917874396135265
apb-1, L1 larva,112.0,104.0,52.8,2.121212121212121
apa-2, elongating embryo,94.0,48.0,34.4,2.7325581395348837
apb-3, elongating embryo,60.0,37.0,27.6,2.1739130434782608
apm-3, elongating embryo,77.0,25.0,16.0,4.8125
aps-3, elongating embryo,48.0,31.0,15.6,3.076923076923077
apx-1, adult,49.0,5.0,2.7599999999999993,17.7536231884058
aqp-1, L2 larva,43.0,43.0,19.0,2.263157894736842
aqp-1, L3 larva,46.0,43.0,18.4,2.5
aqp-2, elongating embryo,2658.0,1685.0,480.4,5.532889258950875
aqp-2, L1 larva,1685.0,1685.0,675.0,2.4962962962962965
aqp-4, L3 larva,50.0,39.0,16.2,3.0864197530864197
aqp-7, L3 larva,218.0,170.0,86.2,2.5290023201856147
aqp-8, L3 larva,96.0,44.0,19.32,4.968944099378882
aqp-10, elongating embryo,168.0,102.0,49.0,3.4285714285714284
aqp-11, elongating embryo,83.0,66.0,31.2,2.66025641025641
arf-1.2, elongating embryo,601.0,349.0,253.8,2.3680063041765167
arf-3, elongating embryo,829.0,496.0,363.6,2.27997799779978
arf-6, elongating embryo,60.0,28.0,21.2,2.8301886792452833
arl-1, elongating embryo,72.0,40.0,28.6,2.5174825174825175
arl-5, elongating embryo,45.0,12.0,9.6,4.6875
arr-1, elongating embryo,43.0,23.0,16.6,2.5903614457831323
aars-2, adult,146.0,78.0,55.6,2.6258992805755397
arx-2, L1 larva,164.0,85.0,62.2,2.6366559485530545
exos-4.2, adult,45.0,17.0,10.6,4.245283018867925
arx-5, elongating embryo,97.0,49.0,31.4,3.089171974522293
arx-6, elongating embryo,148.0,69.0,61.0,2.4262295081967213
arx-7, elongating embryo,59.0,44.0,23.6,2.5
asb-1, adult,140.0,69.0,36.8,3.804347826086957
asb-2, L2 larva,559.0,483.0,277.6,2.0136887608069163
asg-1, adult,265.0,201.0,125.0,2.12
asg-2, L2 larva,438.0,438.0,196.2,2.232415902140673
asg-2, L3 larva,452.0,438.0,193.4,2.3371251292657704
asp-1, L3 larva,2609.0,2246.0,1232.0,2.1176948051948052
asp-2, L3 larva,593.0,366.0,156.6,3.7867177522349937
asp-3, L3 larva,1042.0,803.0,395.2,2.6366396761133606
asp-5, L1 larva,2029.0,1178.0,616.2,3.2927620902304446
asp-6, L1 larva,4547.0,1588.0,780.8,5.823514344262295
atf-2, elongating embryo,198.0,198.0,73.2,2.7049180327868854
atf-2, adult,330.0,198.0,46.8,7.051282051282052
atf-6, L1 larva,64.0,44.0,19.8,3.2323232323232323
atf-7, L1 larva,314.0,123.0,78.2,4.015345268542199
atgp-1, elongating embryo,202.0,128.0,55.2,3.6594202898550723
atn-1, L3 larva,123.0,99.0,48.8,2.5204918032786887
atx-2, adult,146.0,82.0,65.4,2.2324159021406724
baf-1, elongating embryo,265.0,194.0,119.0,2.226890756302521
bag-1, adult,60.0,49.0,28.6,2.097902097902098
bam-2, L1 larva,48.0,41.0,19.4,2.4742268041237114
pah-1, L1 larva,150.0,77.0,51.6,2.9069767441860463
bec-1, dauer larva,48.0,41.0,23.6,2.0338983050847457
ben-1, elongating embryo,114.0,31.0,17.2,6.627906976744186
bir-1, elongating embryo,163.0,66.0,39.0,4.17948717948718
bli-1, L3 larva,45.0,0.9,0.3799999999999997,118.42105263157903
bli-2, L1 larva,180.0,180.0,42.71999999999999,4.213483146067417
bli-2, L2 larva,212.0,180.0,36.31999999999999,5.837004405286344
bli-6, L1 larva,1156.0,65.0,18.599999999999955,62.15053763440875
bra-1, elongating embryo,59.0,10.0,7.6,7.7631578947368425
F23H11.5, L2 larva,719.0,555.0,338.6,2.123449497932664
bre-1, elongating embryo,68.0,41.0,19.8,3.4343434343434343
bre-3, L1 larva,72.0,41.0,31.2,2.307692307692308
bro-1, L3 larva,55.0,27.0,10.4,5.288461538461538
brp-1, L1 larva,2091.0,1867.0,557.4,3.7513455328310013
brp-1, dauer larva,1867.0,1867.0,602.2,3.100298904018598
bub-1, adult,75.0,43.0,18.8,3.9893617021276593
byn-1, dauer larva,352.0,255.0,114.0,3.087719298245614
cab-1, L1 larva,1927.0,468.0,170.2,11.321974148061106
cah-3, L3 larva,97.0,72.0,46.14,2.1022973558734286
cah-6, L2 larva,43.0,29.0,11.0,3.909090909090909
cal-2, L1 larva,108.0,70.0,22.0,4.909090909090909
cal-2, dauer larva,70.0,70.0,29.6,2.364864864864865
cam-1, elongating embryo,164.0,47.0,30.4,5.394736842105264
cap-1, elongating embryo,193.0,67.0,56.8,3.397887323943662
cas-1, L1 larva,64.0,41.0,30.4,2.1052631578947367
cat-4, L3 larva,57.0,42.0,24.0,2.375
cav-1, elongating embryo,2296.0,176.0,43.059999999999945,53.320947515095284
cav-2, adult,45.0,13.0,6.719999999999999,6.696428571428573
cbp-1, elongating embryo,154.0,79.0,54.6,2.8205128205128203
ccb-1, L1 larva,52.0,32.0,20.4,2.5490196078431375
ccf-1, adult,118.0,101.0,56.2,2.0996441281138787
ccg-1, L1 larva,380.0,312.0,114.6,3.315881326352531
ccg-1, dauer larva,312.0,312.0,128.2,2.433697347893916
cct-4, dauer larva,457.0,213.0,168.8,2.707345971563981
cdc-14, elongating embryo,89.0,89.0,40.2,2.2139303482587063
cdc-14, L1 larva,106.0,89.0,36.8,2.880434782608696
cdc-25.1, adult,89.0,21.0,14.6,6.095890410958904
cdc-25.2, elongating embryo,147.0,24.0,10.0,14.7
cdc-42, elongating embryo,263.0,203.0,118.8,2.2138047138047137
cdd-1, L1 larva,45.0,41.0,20.6,2.1844660194174756
cdd-2, adult,48.0,30.0,23.8,2.0168067226890756
cdh-4, elongating embryo,81.0,17.0,8.4,9.642857142857142
casy-1, L1 larva,584.0,170.0,69.6,8.39080459770115
cdk-1, elongating embryo,328.0,101.0,41.0,8.0
cdk-4, elongating embryo,59.0,27.0,7.519999999999999,7.845744680851065
cdl-1, elongating embryo,180.0,159.0,56.6,3.1802120141342756
cdl-1, adult,159.0,159.0,60.8,2.6151315789473686
cec-1, elongating embryo,327.0,130.0,51.2,6.38671875
ced-1, L1 larva,71.0,42.0,27.6,2.572463768115942
ced-2, adult,47.0,20.0,13.8,3.4057971014492754
ced-9, adult,44.0,29.0,12.6,3.492063492063492
ceh-5, dauer larva,52.0,32.0,6.74,7.71513353115727
ceh-13, dauer larva,95.0,46.0,25.6,3.7109375
ceh-20, elongating embryo,318.0,117.0,48.0,6.625
pros-1, dauer larva,85.0,12.0,8.4,10.119047619047619
ceh-27, dauer larva,98.0,51.0,16.8,5.833333333333333
ceh-32, elongating embryo,133.0,57.0,22.4,5.9375
ceh-34, dauer larva,96.0,13.0,9.2,10.434782608695652
ceh-36, elongating embryo,65.0,65.0,16.72,3.8875598086124405
ceh-36, adult,69.0,65.0,15.919999999999998,4.334170854271357
ceh-37, dauer larva,62.0,20.0,10.8,5.7407407407407405
ceh-40, elongating embryo,43.0,9.0,2.22,19.369369369369366
ceh-43, elongating embryo,177.0,21.0,13.6,13.014705882352942
ceh-44, elongating embryo,44.0,19.0,14.0,3.142857142857143
cpg-1, adult,1825.0,12.0,6.8,268.38235294117646
cel-1, elongating embryo,44.0,23.0,17.8,2.4719101123595504
ces-2, dauer larva,797.0,278.0,56.34000000000001,14.146254881079159
cey-1, elongating embryo,1329.0,1033.0,466.6,2.848264037719674
cey-2, adult,1211.0,62.0,25.4,47.67716535433071
cey-3, L3 larva,69.0,33.0,23.6,2.923728813559322
cey-4, adult,578.0,264.0,219.8,2.6296633303002728
cfz-2, dauer larva,88.0,20.0,9.339999999999998,9.42184154175589
cgh-1, adult,864.0,199.0,101.2,8.537549407114625
cgp-1, adult,65.0,43.0,28.4,2.2887323943661975
chd-3, elongating embryo,81.0,24.0,19.8,4.090909090909091
chk-1, adult,51.0,11.0,7.6,6.710526315789474
chn-1, elongating embryo,54.0,29.0,19.8,2.727272727272727
cht-1, elongating embryo,112.0,90.0,33.2,3.373493975903614
cht-1, adult,90.0,90.0,37.6,2.3936170212765955
cit-1.2, L1 larva,78.0,61.0,38.6,2.0207253886010363
cki-1, elongating embryo,429.0,19.0,12.8,33.515625
clc-2, dauer larva,66.0,12.0,7.2,9.166666666666666
clc-5, elongating embryo,95.0,14.0,9.6,9.895833333333334
clh-1, dauer larva,61.0,43.0,21.6,2.824074074074074
cpi-1, dauer larva,125.0,125.0,48.2,2.593360995850622
cpi-1, adult,132.0,125.0,46.8,2.8205128205128207
clr-1, elongating embryo,87.0,49.0,30.4,2.861842105263158
cmd-1, L1 larva,1685.0,356.0,285.0,5.912280701754386
cnb-1, L1 larva,155.0,96.0,51.4,3.0155642023346303
cnc-2, elongating embryo,68.0,6.0,2.8400000000000007,23.94366197183098
cnc-3, L1 larva,44.0,44.0,16.4,2.682926829268293
cnc-3, dauer larva,63.0,44.0,12.6,5.0
cnc-6, L2 larva,64.0,11.0,5.679999999999998,11.267605633802821
cnt-2, elongating embryo,43.0,20.0,13.4,3.2089552238805967
coh-1, elongating embryo,111.0,24.0,15.0,7.4
col-8, L2 larva,55.0,2.0,0.8799999999999997,62.50000000000002
col-10, L2 larva,441.0,441.0,171.6,2.56993006993007
col-10, L3 larva,809.0,441.0,98.0,8.255102040816327
col-12, L2 larva,43.0,9.0,3.28,13.109756097560977
col-13, elongating embryo,89.0,68.0,21.4,4.158878504672898
col-13, L1 larva,68.0,68.0,25.6,2.65625
col-14, L1 larva,247.0,124.0,43.260000000000005,5.70966250577901
col-17, L1 larva,258.0,10.0,3.4400000000000093,74.9999999999998
col-19, L2 larva,581.0,581.0,231.71999999999997,2.5073364405316765
col-19, adult,1047.0,581.0,138.51999999999998,7.558475310424488
col-20, L2 larva,764.0,584.0,138.7,5.5082912761355445
col-20, adult,584.0,584.0,174.7,3.342873497424156
col-34, L2 larva,63.0,53.0,22.919999999999998,2.74869109947644
col-34, L3 larva,53.0,53.0,24.919999999999998,2.126805778491172
col-38, L2 larva,230.0,23.0,5.839999999999998,39.38356164383563
col-39, L1 larva,116.0,116.0,55.120000000000005,2.104499274310595
col-39, L3 larva,202.0,116.0,37.92,5.327004219409282
col-41, L2 larva,613.0,72.0,15.120000000000005,40.54232804232803
col-43, L1 larva,81.0,10.0,2.319999999999999,34.91379310344829
col-45, L1 larva,100.0,0.3,0.19999999999999715,500.0000000000071
col-48, L2 larva,97.0,66.0,16.8,5.773809523809524
col-48, L3 larva,66.0,66.0,23.0,2.869565217391304
col-49, L1 larva,418.0,195.0,40.44000000000001,10.336300692383775
col-49, adult,195.0,195.0,85.04,2.293038570084666
col-60, L1 larva,193.0,28.0,6.659999999999997,28.978978978978994
col-65, dauer larva,165.0,20.0,8.939999999999998,18.456375838926178
col-71, L2 larva,73.0,13.0,3.6199999999999988,20.1657458563536
col-73, L2 larva,1050.0,220.0,51.780000000000015,20.278099652375428
col-74, dauer larva,1149.0,1.0,0.41999999999998183,2735.714285714404
col-76, elongating embryo,319.0,28.0,14.8,21.554054054054053
col-77, L3 larva,917.0,99.0,47.94000000000001,19.128076762619937
col-79, L1 larva,45.0,1.0,0.5800000000000012,77.58620689655157
col-80, adult,841.0,78.0,30.6,27.483660130718953
col-81, L3 larva,260.0,3.0,0.7600000000000022,342.1052631578937
col-88, L2 larva,302.0,0.3,0.18000000000000682,1677.7777777777142
col-89, L2 larva,117.0,21.0,8.680000000000001,13.479262672811057
col-91, L3 larva,137.0,20.0,8.080000000000002,16.95544554455445
col-92, L3 larva,117.0,33.0,7.4,15.81081081081081
col-93, L3 larva,173.0,35.0,8.9,19.43820224719101
col-94, L3 larva,64.0,42.0,13.62,4.698972099853157
col-97, elongating embryo,164.0,164.0,67.68,2.423167848699763
col-97, L1 larva,236.0,164.0,53.28000000000001,4.429429429429429
col-98, L3 larva,234.0,234.0,85.92,2.7234636871508378
col-98, adult,247.0,234.0,83.32000000000001,2.964474315890542
col-101, adult,662.0,8.0,3.159999999999991,209.49367088607656
col-103, L3 larva,214.0,210.0,90.0,2.3777777777777778
col-103, adult,210.0,210.0,90.8,2.3127753303964758
col-104, L1 larva,127.0,100.0,33.239999999999995,3.820697954271962
col-104, dauer larva,100.0,100.0,38.64,2.587991718426501
col-106, L1 larva,774.0,616.0,193.26,4.004967401428128
col-106, adult,616.0,616.0,224.85999999999999,2.739482344569955
col-107, L2 larva,278.0,158.0,60.3,4.610281923714759
col-109, L2 larva,300.0,90.0,28.060000000000002,10.691375623663577
col-113, elongating embryo,43.0,25.0,7.26,5.922865013774105
col-119, L3 larva,1923.0,3.0,1.259999999999991,1526.1904761904873
col-120, L1 larva,178.0,4.0,1.0800000000000012,164.81481481481464
col-121, dauer larva,293.0,96.0,22.979999999999997,12.750217580504788
col-122, elongating embryo,1150.0,1150.0,404.02,2.8463937428840156
col-122, L3 larva,2015.0,1150.0,231.01999999999998,8.722188555103456
col-124, L3 larva,1245.0,5.0,1.9799999999999727,628.7878787878875
col-125, L2 larva,370.0,368.0,79.1,4.677623261694058
col-125, L3 larva,368.0,368.0,79.5,4.628930817610063
col-129, dauer larva,1101.0,256.0,52.01999999999998,21.164936562860447
col-130, L3 larva,50.0,34.0,8.719999999999999,5.733944954128441
col-133, elongating embryo,314.0,314.0,132.88000000000002,2.3630343166767003
col-133, L2 larva,572.0,314.0,81.28000000000002,7.037401574803148
col-138, L2 larva,852.0,61.0,12.520000000000005,68.0511182108626
col-139, elongating embryo,901.0,214.0,43.32000000000003,20.798707294552155
col-140, L3 larva,463.0,2.0,0.8200000000000045,564.6341463414603
col-142, dauer larva,232.0,69.0,27.2,8.529411764705882
col-143, dauer larva,375.0,22.0,4.779999999999996,78.45188284518835
col-144, L2 larva,245.0,245.0,109.62,2.234993614303959
col-144, L3 larva,493.0,245.0,60.02,8.213928690436521
col-145, L1 larva,258.0,24.0,6.180000000000007,41.747572815533935
col-147, L3 larva,51.0,34.0,9.819999999999999,5.19348268839104
col-149, L1 larva,190.0,36.0,15.420000000000005,12.321660181582356
col-150, L2 larva,589.0,44.0,14.14000000000001,41.654879773691626
col-156, L1 larva,72.0,34.0,8.459999999999999,8.510638297872342
col-157, L2 larva,95.0,23.0,7.139999999999998,13.305322128851545
col-158, L3 larva,88.0,4.0,1.4599999999999995,60.27397260273975
col-159, L3 larva,113.0,76.0,19.360000000000003,5.836776859504131
col-159, adult,76.0,76.0,26.76,2.840059790732436
col-160, L1 larva,127.0,127.0,35.279999999999994,3.599773242630386
col-160, L3 larva,133.0,127.0,34.08,3.9025821596244135
col-161, L2 larva,306.0,125.0,39.279999999999994,7.7902240325865595
col-162, L1 larva,146.0,13.0,3.6,40.55555555555556
col-165, dauer larva,1401.0,2.0,0.8799999999999727,1592.0454545455038
col-166, L1 larva,302.0,263.0,66.6,4.534534534534535
col-166, L2 larva,263.0,263.0,74.4,3.5349462365591395
col-167, L2 larva,247.0,192.0,58.0,4.258620689655173
col-167, L3 larva,192.0,192.0,69.0,2.782608695652174
col-168, L1 larva,53.0,49.0,14.36,3.690807799442897
col-168, L3 larva,49.0,49.0,15.16,3.232189973614776
col-169, L1 larva,72.0,34.0,14.819999999999999,4.858299595141701
col-175, adult,238.0,2.0,0.5800000000000012,410.34482758620607
col-176, L1 larva,237.0,24.0,9.420000000000005,25.159235668789794
col-178, L2 larva,516.0,516.0,211.08,2.44457077885162
col-178, adult,940.0,516.0,126.28000000000002,7.4437757364586625
col-179, L2 larva,220.0,0.3,0.08000000000000114,2749.999999999961
col-180, L2 larva,260.0,112.0,26.820000000000004,9.694258016405666
col-181, L3 larva,1174.0,3.0,1.2,978.3333333333334
col-184, elongating embryo,414.0,196.0,40.620000000000005,10.19202363367799
col-184, L2 larva,196.0,196.0,84.22,2.3272381857041085
cpf-1, adult,52.0,29.0,17.0,3.0588235294117645
cpf-2, adult,61.0,36.0,20.0,3.05
cpl-1, adult,1223.0,560.0,410.6,2.9785679493424255
cpn-1, adult,161.0,64.0,39.2,4.107142857142857
cpn-2, dauer larva,194.0,31.0,16.0,12.125
cpn-3, L3 larva,684.0,555.0,341.6,2.002341920374707
cpn-4, L2 larva,75.0,75.0,36.2,2.071823204419889
cpn-4, L3 larva,90.0,75.0,33.2,2.710843373493976
cpr-1, adult,1016.0,450.0,166.42,6.1050354524696555
cpr-4, L3 larva,711.0,508.0,190.21999999999997,3.7377773104825995
cpr-4, adult,508.0,508.0,230.82,2.2008491465210986
cpr-5, L2 larva,675.0,675.0,170.28000000000003,3.9640591966173355
cpr-5, L3 larva,734.0,675.0,158.48000000000002,4.631499242806663
cpr-6, L2 larva,591.0,591.0,272.0,2.172794117647059
cpr-6, adult,624.0,591.0,265.4,2.351168048229088
cps-6, dauer larva,231.0,56.0,37.0,6.243243243243243
cpz-2, L1 larva,159.0,71.0,41.8,3.8038277511961724
crb-1, elongating embryo,52.0,8.0,3.8,13.68421052631579
crh-1, L1 larva,135.0,24.0,16.0,8.4375
crn-1, adult,91.0,27.0,17.0,5.352941176470588
crn-3, dauer larva,49.0,33.0,24.4,2.0081967213114753
crn-6, dauer larva,75.0,14.0,7.4,10.135135135135135
csc-1, dauer larva,83.0,65.0,18.6,4.462365591397849
csc-1, L3 larva,65.0,65.0,22.2,2.927927927927928
csk-1, elongating embryo,67.0,30.0,18.4,3.6413043478260874
csn-6, adult,50.0,31.0,20.2,2.4752475247524752
csq-1, dauer larva,363.0,327.0,174.2,2.0838117106773826
ctb-1, L3 larva,6127.0,3165.0,2041.4,3.0013716077201917
cts-1, L3 larva,1003.0,823.0,475.6,2.108915054667788
cuc-1, L3 larva,198.0,193.0,98.0,2.020408163265306
cul-1, adult,61.0,27.0,24.0,2.5416666666666665
cul-3, adult,78.0,56.0,30.8,2.5324675324675323
cup-2, elongating embryo,129.0,80.0,58.0,2.2241379310344827
cut-6, adult,73.0,12.0,3.0400000000000005,24.01315789473684
cwn-1, dauer larva,74.0,14.0,8.8,8.409090909090908
cwn-2, elongating embryo,105.0,13.0,8.139999999999997,12.899262899262904
cya-1, elongating embryo,129.0,40.0,15.6,8.26923076923077
cyb-1, adult,345.0,151.0,43.4,7.949308755760369
cyb-2.2, L3 larva,98.0,20.0,10.2,9.607843137254903
cyb-3, adult,994.0,427.0,109.4,9.085923217550274
cyd-1, elongating embryo,47.0,21.0,10.2,4.6078431372549025
cyk-4, adult,157.0,69.0,27.0,5.814814814814815
cyn-6, elongating embryo,426.0,292.0,99.0,4.303030303030303
cyn-6, L3 larva,292.0,292.0,125.8,2.3211446740858506
cyn-10, elongating embryo,59.0,51.0,20.4,2.8921568627450984
cyn-10, dauer larva,51.0,51.0,22.0,2.3181818181818183
cyn-11, elongating embryo,71.0,48.0,23.4,3.0341880341880345
cyn-12, elongating embryo,75.0,56.0,27.8,2.697841726618705
cyn-17, adult,89.0,9.0,3.9800000000000013,22.361809045226124
dad-1, elongating embryo,340.0,235.0,138.2,2.4602026049204055
daf-2, L1 larva,146.0,38.0,22.2,6.576576576576577
daf-3, L1 larva,68.0,36.0,16.6,4.096385542168674
daf-4, L1 larva,73.0,25.0,18.2,4.010989010989011
daf-5, L1 larva,308.0,36.0,24.0,12.833333333333334
daf-7, L1 larva,55.0,44.0,17.8,3.089887640449438
daf-7, dauer larva,44.0,44.0,20.0,2.2
daf-12, dauer larva,141.0,57.0,23.2,6.077586206896552
daf-16, L1 larva,322.0,118.0,59.0,5.4576271186440675
daf-18, adult,133.0,17.0,11.2,11.875
daf-19, elongating embryo,56.0,56.0,21.8,2.568807339449541
daf-19, L1 larva,63.0,56.0,20.4,3.088235294117647
hsp-90, dauer larva,2707.0,1667.0,958.2,2.825088707994156
daf-31, elongating embryo,132.0,78.0,55.6,2.3741007194244603
dao-2, dauer larva,4097.0,1326.0,437.2,9.37099725526075
dao-3, elongating embryo,141.0,98.0,46.6,3.0257510729613735
dao-4, elongating embryo,76.0,6.0,2.0600000000000023,36.893203883495104
dcp-66, elongating embryo,188.0,71.0,52.2,3.601532567049808
ddp-1, adult,216.0,157.0,93.4,2.312633832976445
deb-1, elongating embryo,211.0,211.0,101.0,2.089108910891089
deb-1, L1 larva,212.0,211.0,100.8,2.1031746031746033
dgn-1, elongating embryo,196.0,56.0,32.2,6.08695652173913
dhs-3, L2 larva,138.0,84.0,43.6,3.165137614678899
dhs-5, elongating embryo,89.0,47.0,20.2,4.405940594059406
dhs-6, elongating embryo,84.0,40.0,32.4,2.5925925925925926
dhs-8, dauer larva,111.0,51.0,13.280000000000001,8.358433734939759
dhs-8, adult,51.0,51.0,25.28,2.017405063291139
dhs-9, elongating embryo,54.0,39.0,25.0,2.16
dhs-13, L1 larva,251.0,89.0,46.6,5.386266094420601
dhs-18, L1 larva,52.0,35.0,19.6,2.6530612244897958
dhs-19, L2 larva,128.0,57.0,25.0,5.12
dhs-21, elongating embryo,83.0,65.0,35.8,2.3184357541899443
dhs-25, L3 larva,96.0,54.0,30.4,3.1578947368421053
dhs-27, dauer larva,142.0,142.0,58.2,2.4398625429553262
dhs-27, adult,200.0,142.0,46.6,4.291845493562231
dhs-28, L2 larva,207.0,207.0,101.8,2.033398821218075
dhs-28, L3 larva,209.0,207.0,101.4,2.0611439842209074
dhs-29, elongating embryo,102.0,36.0,18.8,5.425531914893617
die-1, elongating embryo,163.0,49.0,30.4,5.361842105263158
dif-1, elongating embryo,131.0,69.0,46.6,2.8111587982832615
dim-1, L2 larva,273.0,273.0,113.6,2.403169014084507
dim-1, L3 larva,277.0,273.0,112.8,2.4556737588652484
dlc-1, elongating embryo,736.0,536.0,357.4,2.059317291550084
dlg-1, elongating embryo,426.0,125.0,49.8,8.55421686746988
dlk-1, L1 larva,65.0,41.0,23.8,2.73109243697479
dnc-2, elongating embryo,73.0,38.0,30.0,2.433333333333333
dnj-1, elongating embryo,70.0,35.0,31.0,2.2580645161290325
dnj-2, dauer larva,68.0,26.0,21.4,3.1775700934579443
dnj-5, L1 larva,133.0,119.0,61.6,2.159090909090909
dnj-7, elongating embryo,83.0,67.0,38.0,2.1842105263157894
dnj-8, elongating embryo,62.0,28.0,22.0,2.8181818181818183
dnj-12, dauer larva,215.0,112.0,93.4,2.3019271948608138
dnj-16, elongating embryo,43.0,25.0,20.0,2.15
dnj-20, elongating embryo,232.0,111.0,82.0,2.8292682926829267
dnj-21, elongating embryo,65.0,36.0,23.6,2.754237288135593
dnj-22, elongating embryo,57.0,35.0,19.8,2.878787878787879
dnj-23, adult,50.0,43.0,21.6,2.314814814814815
dnj-24, elongating embryo,106.0,48.0,30.8,3.4415584415584415
dnj-27, elongating embryo,76.0,26.0,13.6,5.588235294117648
dnj-30, elongating embryo,71.0,32.0,21.2,3.349056603773585
cks-1, elongating embryo,224.0,149.0,62.4,3.58974358974359
dpf-5, adult,92.0,43.0,27.8,3.3093525179856114
dpl-1, adult,53.0,28.0,15.0,3.533333333333333
dpy-2, adult,452.0,136.0,68.0,6.647058823529412
dpy-3, L1 larva,125.0,114.0,42.4,2.94811320754717
dpy-3, dauer larva,114.0,114.0,44.6,2.5560538116591927
dpy-4, L2 larva,872.0,259.0,57.94000000000001,15.050051777701068
dpy-5, L2 larva,955.0,292.0,63.0,15.158730158730158
dpy-6, L1 larva,57.0,1.0,0.3800000000000011,149.99999999999957
dpy-7, adult,440.0,134.0,61.6,7.142857142857142
dpy-8, L2 larva,150.0,9.0,2.2,68.18181818181817
dpy-9, L1 larva,145.0,8.0,2.2,65.9090909090909
dpy-10, dauer larva,587.0,114.0,31.4,18.694267515923567
dpy-11, elongating embryo,426.0,264.0,124.4,3.4244372990353695
dpy-13, L2 larva,809.0,225.0,49.25999999999999,16.423061307348764
dpy-14, dauer larva,3373.0,815.0,164.12000000000006,20.552035096271013
dpy-17, elongating embryo,2969.0,10.0,4.3800000000000185,677.8538812785359
dpy-18, elongating embryo,196.0,120.0,54.0,3.6296296296296298
dpy-21, L1 larva,108.0,56.0,27.8,3.884892086330935
dpy-23, elongating embryo,103.0,53.0,37.4,2.7540106951871657
dpy-26, elongating embryo,52.0,38.0,22.0,2.3636363636363638
dpy-27, elongating embryo,74.0,27.0,19.8,3.7373737373737375
dpy-30, elongating embryo,367.0,297.0,153.8,2.3862158647594276
dre-1, elongating embryo,109.0,80.0,40.0,2.725
drh-2, dauer larva,180.0,50.0,23.179999999999996,7.765314926660916
drp-1, adult,58.0,30.0,26.8,2.1641791044776117
dsc-4, L3 larva,94.0,67.0,33.4,2.81437125748503
dsh-1, elongating embryo,46.0,46.0,22.6,2.0353982300884956
dsh-1, L1 larva,65.0,46.0,18.8,3.457446808510638
dsh-2, adult,51.0,26.0,8.8,5.795454545454545
dsl-1, adult,159.0,62.0,13.88,11.455331412103746
dsl-2, adult,394.0,93.0,25.55999999999999,15.414710485133025
dsl-3, dauer larva,278.0,152.0,36.1,7.700831024930747
