"","WBID","Phi_WholeGenome","elongating.embryo.Ce","L1.larva.Ce","dauer.larva.Ce","adult.Ce","L2L3_larva","PHI_Adult","PHI_Dauer","PHI_Emb","PHI_L1","PHI_L2L3"
"31","WBGene00000030",1.13274293959855,0,3.43398720448515,5.17614973257383,3.36729582998647,5.71373280550937,NA,NA,NA,NA,NA
"32","WBGene00000031",1.17888707894686,3.55534806148941,8.35960327084147,5.98393628068719,4.71849887129509,7.70571282389443,NA,NA,NA,NA,NA
"33","WBGene00000032",0.860227243231834,0,0,2.94443897916644,0,1.6094379124341,NA,NA,NA,NA,NA
"34","WBGene00000033",1.12548768732799,1.6094379124341,6.58892647753352,3.91202300542815,4.83628190695148,7.21964204013074,NA,NA,NA,NA,NA
"35","WBGene00000034",1.15106288052853,3.36729582998647,6.92461239604856,5.69035945432406,4.91265488573605,7.44483327389219,NA,NA,NA,NA,NA
"36","WBGene00000035",0.497375757870808,7.66622192566273,8.43598313599069,7.4265490723973,5.27299955856375,7.07580886397839,NA,NA,NA,NA,NA
"37","WBGene00000036",0.582839221462142,7.90322680873073,9.80250632268201,7.57507169950756,5.68017260901707,7.41397029019044,NA,NA,NA,0.372515063605921,NA
"38","WBGene00000037",0.670947904383827,8.60813018640834,9.8711193075034,7.19967834569117,4.14313472639153,7.06646697013696,NA,NA,NA,0.471271450220972,NA
"39","WBGene00000038",0.753800692782578,6.46614472423762,8.84520113533958,6.04737217904628,2.63905732961526,6.07073772800249,NA,NA,NA,0.589131573440387,NA
"40","WBGene00000039",0.81875194216255,11.2781014620066,7.1693500166706,7.41276401742656,5.32300997913841,10.8604210628723,NA,NA,0.803280965371143,NA,NA
"41","WBGene00000040",0.98163938389207,9.86931010073454,11.6207210135276,8.34545542816193,9.42311030286283,11.0509217509015,NA,NA,NA,1.05613203353506,NA
"42","WBGene00000041",1.07921357540767,9.86094532927045,11.8150576301347,11.1335227625647,10.1091593579383,11.0877575245862,NA,NA,NA,NA,NA
"43","WBGene00000042",0.596377732992138,4.46590811865458,7.3004728142678,6.31896811374643,2.83321334405622,5.59842195899838,NA,NA,NA,NA,NA
"44","WBGene00000043",0.484502541431948,2.83321334405622,6.7696419768525,5.33753807970132,2.56494935746154,5.24174701505964,NA,NA,NA,NA,NA
"45","WBGene00000044",0.411339460929241,2.89037175789616,7.5109777520141,6.77992190747225,2.94443897916644,5.51342874616498,NA,NA,NA,NA,NA
"46","WBGene00000045",0.523660576035998,3.13549421592915,5.32787616878958,4.9416424226093,1.38629436111989,4.11087386417331,NA,NA,NA,NA,NA
"47","WBGene00000046",0.341350563924106,6.61472560020376,6.18414889093748,4.93447393313069,2.30258509299405,5.18178355029209,NA,NA,NA,NA,NA
"48","WBGene00000047",0.438541038385611,7.48042830607421,7.94307271727793,5.99645208861902,3.2188758248682,6.80239476332431,NA,NA,NA,NA,NA
"49","WBGene00000048",0.546736358441047,5.24702407216049,6.29526600143965,4.72738781871234,2.07944154167984,4.92725368515721,NA,NA,NA,NA,NA
"50","WBGene00000049",0.520477310623539,3.3322045101752,6.3578422665081,4.17438726989564,2.19722457733622,4.29045944114839,NA,NA,NA,NA,NA
"51","WBGene00000050",0.468517453558536,5.13579843705026,6.20859002609663,5.01727983681492,3.25809653802148,5.03695260241363,NA,NA,NA,NA,NA
"52","WBGene00000051",0.595324667638013,6.07073772800249,7.48493028328966,6.3491389913798,3.8286413964891,6.01126717440416,NA,NA,NA,NA,NA
"54","WBGene00000053",0.318428090062533,5.58724865840025,6.6052979209482,5.78689738136671,1.38629436111989,4.62497281328427,NA,NA,NA,NA,NA
"55","WBGene00000054",0.495857013611512,6.04973345523196,7.32974968904151,6.75343791859778,4.06044301054642,6.22653666928747,NA,NA,NA,NA,NA
"56","WBGene00000056",0.747251073736746,3.25809653802148,6.76734312526539,5.91350300563827,3.97029191355212,4.91265488573605,NA,NA,NA,NA,NA
"58","WBGene00000057",0.64758553149745,2.70805020110221,7.26332961747684,6.73815249459596,4.31748811353631,5.35185813347607,NA,NA,NA,NA,NA
"59","WBGene00000058",0.374711037911733,5.75574221358691,8.37770121259764,6.53813982376767,2.94443897916644,5.78689738136671,NA,NA,NA,NA,NA
"61","WBGene00000059",0.791757171811242,4.21950770517611,7.55485852104068,6.3491389913798,3.17805383034795,5.64897423816121,NA,NA,NA,NA,NA
"64","WBGene00000061",0.410383528822456,4.90527477843843,7.49387388678356,4.86753445045558,1.94591014905531,4.88280192258637,NA,NA,NA,NA,NA
"65","WBGene00000062",0.675612950504254,3.73766961828337,7.02908756414966,6.31173480915291,1.09861228866811,5.76205138278018,NA,NA,NA,NA,NA
"66","WBGene00000065",1.42221236382433,10.1543629955882,10.8236507766242,9.55180015010843,9.18420171436649,11.4735191345911,NA,NA,NA,NA,NA
"67","WBGene00000066",1.50835278515341,12.5916853251021,14.0785814957563,11.2703697101346,11.8240286102409,12.7136700642447,NA,NA,NA,1.7294865139791,NA
"68","WBGene00000067",1.34841818253477,9.85277303799163,11.2180307773661,8.67111527368849,10.1808919905768,12.0612607234448,NA,NA,NA,NA,0.946945815697841
"69","WBGene00000068",0.54795592545396,8.79118193673602,10.14987877057,8.96482339168508,5.85793315448346,8.37355374121463,NA,NA,NA,0.414254373105956,NA
"70","WBGene00000069",0.482312860111272,6.04025471127741,8.81966534934065,7.27031288607902,3.3322045101752,6.04263283368238,NA,NA,NA,0.267574838892824,NA
"71","WBGene00000070",0.533991367089407,8.78063379949498,9.14622842650894,7.95472333449791,6.20253551718792,8.5650305208304,NA,NA,NA,NA,NA
"72","WBGene00000071",0.546464864944377,6.77650699237218,8.17919979842309,7.56320059235807,5.48063892334199,6.8596149036542,NA,NA,NA,NA,NA
"73","WBGene00000072",0.654558060589691,6.81892406527552,8.70814407490825,6.68085467879022,5.83188247728352,7.61035761831284,NA,NA,NA,0.521284473618285,NA
"75","WBGene00000073",0.525424143152322,7.91278922069068,8.64082575186151,9.98326868754098,6.50279004591562,7.51969240411654,NA,0.243070854759564,NA,NA,NA
"77","WBGene00000074",0.734012280391153,8.22523532410167,10.305446521315,8.0323601479245,7.11801620446533,7.94555542825349,NA,NA,NA,0.602954710162611,NA
"78","WBGene00000075",0.662788833967987,7.02731451403978,7.5569505720129,6.62539236800796,6.70196036600254,7.23056315340929,NA,NA,NA,NA,NA
"79","WBGene00000079",0.740518838648978,9.58987209805784,9.17419492533983,9.15302900526307,8.28778002708843,9.07119324056602,NA,NA,NA,NA,NA
"84","WBGene00000080",0.623865136016495,8.89863879368018,8.61703852638595,8.45489216521886,7.8087293067444,8.03689677268507,NA,NA,NA,NA,NA
"85","WBGene00000081",1.04989687185502,9.05333562316602,10.1854281743588,8.6941671418836,8.30424746507847,9.70381635740706,NA,NA,NA,NA,NA
"86","WBGene00000082",0.54614320865325,7.23128700432762,7.62997570702779,5.32787616878958,4.46590811865458,7.32514895795557,NA,NA,NA,NA,NA
"87","WBGene00000083",0.599909329248875,7.22693601849329,10.0035138666033,8.30350479887278,8.11880299698004,9.46653177733659,NA,NA,NA,0.61792474161875,NA
"90","WBGene00000084",0.27264417771224,5.63835466933375,7.15929190479756,5.98645200528444,5.34233425196481,7.16703787691222,NA,NA,NA,NA,NA
"92","WBGene00000085",0.547106695596731,4.53259949315326,6.96602418710611,6.33859407820318,3.52636052461616,5.57594910314632,NA,NA,NA,NA,NA
"93","WBGene00000086",0.607025792503557,9.15936281721132,10.1691923849344,8.73198193834769,5.88610403145016,7.82524529143177,NA,NA,NA,0.459376265832737,NA
"94","WBGene00000088",0.608908632814564,4.69134788222914,9.05146186690869,6.46925031679577,6.07073772800249,7.56786260546388,NA,NA,NA,0.442536448269785,NA
"95","WBGene00000089",0.779034935230718,5.63478960316925,8.83579236650274,7.18992217074581,4.97673374242057,7.10578612948127,NA,NA,NA,0.655663962886794,NA
"96","WBGene00000090",0.860564989106021,8.29104513108173,9.88918576782527,8.45871626165726,8.44117570499232,8.09193345597989,NA,NA,NA,0.794011603323076,NA
"97","WBGene00000092",0.838887887493344,8.81566682494622,10.870338310022,8.62694405537536,7.0184017990692,7.76259604854007,NA,NA,NA,0.729973585894538,NA
"98","WBGene00000093",0.77569397838114,7.05012252026906,7.05272104923232,7.21890970761906,6.28785856016178,6.90575327631146,NA,NA,NA,NA,NA
"100","WBGene00000094",0.427862680652432,7.81722278550817,7.46164039220858,6.96413561241824,6.49223983502047,6.58892647753352,NA,NA,NA,NA,NA
"101","WBGene00000095",0.41795274269454,9.11360918301641,9.2533040714083,7.99294454731811,6.35957386867238,7.79028238070348,NA,NA,NA,NA,NA
"102","WBGene00000096",0.405057368993868,7.72797554210556,8.19808924895612,6.73340189183736,3.25809653802148,6.02586597382531,NA,NA,NA,NA,NA
"103","WBGene00000097",0.720486722549569,7.98854298273769,9.00245482305095,7.89170465933011,6.7286286130847,7.57044325205737,NA,NA,NA,NA,NA
"104","WBGene00000098",0.796131651157075,8.79026911147866,7.30720231476474,8.03333401588006,8.83651926920248,8.47969898698866,NA,NA,NA,NA,NA
"105","WBGene00000099",0.766905791515579,8.15306194680105,7.48605261786314,7.15695636461564,7.58680353516258,7.12205988162914,NA,NA,NA,NA,NA
"106","WBGene00000100",0.867733296661238,11.4162163070522,11.4859447366385,9.42601610844287,8.365672383775,9.95489334059603,NA,NA,NA,NA,NA
"111","WBGene00000101",0.464821174746644,9.58870831219998,9.806425839693,9.54738387396569,9.18584274037578,9.39449358359911,NA,NA,NA,NA,NA
"114","WBGene00000102",0.623985383734484,9.07417694716331,11.0900649299329,10.5315360550999,8.70184536354847,8.96046776091995,NA,NA,NA,0.526860487240346,NA
"115","WBGene00000103",0.670347530634702,7.63819824428578,10.5617067927948,8.99850761180784,6.25382881157547,8.04237800517328,NA,NA,NA,0.542469843022824,NA
"116","WBGene00000105",0.977803290275842,11.763948739759,12.3899346818427,9.6718707040173,8.48941081040379,10.4109374850622,NA,NA,NA,1.02862457212974,NA
"118","WBGene00000106",1.08167307789909,10.2028140645826,10.5470242325427,7.82324569068552,8.9138193508572,9.1140497116579,NA,NA,NA,NA,NA
"119","WBGene00000107",0.891795435175722,9.19471899107323,10.2301980119554,9.67306759225114,9.17719715338293,10.2607773074399,NA,NA,NA,NA,NA
"121","WBGene00000108",0.678359212048919,0,3.40119738166216,9.18901458526143,0.693147180559945,1.6094379124341,NA,0.491330253369575,NA,NA,NA
"122","WBGene00000109",0.665344251834849,10.171030691147,9.4040963063958,9.06288390250831,8.01928379291679,9.87096436083057,NA,NA,NA,NA,NA
"123","WBGene00000110",0.881629668532151,9.06820060481506,10.8475296289411,9.34303391370165,8.7551071216339,9.66915665558134,NA,NA,NA,0.888817450525332,NA
"126","WBGene00000111",0.845626256750287,7.05358572719368,8.98769669570362,6.58479139238572,5.30826769740121,7.44833386089748,NA,NA,NA,0.82085475443764,NA
"127","WBGene00000112",1.0662814951195,8.13211877295581,9.24174213511571,8.76342807395385,7.96866570046623,9.21592475027008,NA,NA,NA,NA,NA
"131","WBGene00000113",1.06124568995516,7.23201033166476,8.74735207762435,7.89729647259588,7.19368581839511,8.08240225392624,NA,NA,NA,NA,NA
"133","WBGene00000114",1.35273327070483,10.0703993193803,13.4577292879868,12.3577975283467,10.8232123811446,11.4716658747189,NA,NA,NA,1.5071280993143,NA
"135","WBGene00000115",0.872071857819049,9.30710404040849,9.36853998664973,9.37720982421122,8.97195627124569,10.163888352206,NA,NA,NA,NA,NA
"136","WBGene00000116",0.575793414754074,8.46294817656384,7.94979721616185,6.4831073514572,6.58617165485467,7.6377164326648,NA,NA,NA,NA,NA
"137","WBGene00000117",0.688703690865874,7.8087293067444,8.98619632032839,7.7336835707759,7.15929190479756,8.36357570275064,NA,NA,NA,NA,NA
"139","WBGene00000118",0.613909395307754,7.09090982207998,10.1670434144616,8.77524045873833,7.66669020008009,9.36391945990448,NA,NA,NA,0.65853345138054,NA
"141","WBGene00000120",0.884230361149614,9.37364898958821,8.17695386822578,7.48099216286952,6.56244409369372,7.42476176182321,NA,NA,0.926602628641618,NA,NA
"142","WBGene00000121",0.867313837611744,8.30647216010058,8.02191277898571,8.25192471380136,8.62873456614915,8.30077696085145,NA,NA,NA,NA,NA
"143","WBGene00000122",0.955846834547314,9.65155864979016,10.1595241471524,8.94585385712759,8.4277060249147,8.74782860848874,NA,NA,NA,NA,NA
"144","WBGene00000123",0.952629455312544,10.0367501590409,11.0681372384655,9.92822894442457,10.0090630450848,9.91521847541183,NA,NA,NA,NA,NA
"145","WBGene00000133",0.724025760540715,1.38629436111989,6.30809844150953,7.44307837434851,3.71357206670431,4.36944785246702,NA,NA,NA,NA,NA
"146","WBGene00000134",0.52949532483766,3.71357206670431,6.88448665204278,6.40025744530882,1.94591014905531,4.67282883446191,NA,NA,NA,NA,NA
"147","WBGene00000135",0.327136733958166,3.36729582998647,8.85950548451913,7.95120715647297,3.25809653802148,5.99146454710798,NA,NA,NA,0.177888199806801,NA
"148","WBGene00000136",0.677394100787003,5.85220247977447,8.05038445306702,6.71417052990947,6.6682282484174,9.07874995158859,NA,NA,NA,NA,0.228767616966937
"149","WBGene00000137",0.543140454185045,8.73294952429643,7.93092537248339,7.26682734752059,6.58340922215876,7.26403014289953,NA,NA,NA,NA,NA
"150","WBGene00000138",0.643461028763455,7.06902342657826,9.52325149847374,7.70120018085745,6.57507584059962,8.34948434699013,NA,NA,NA,0.484076941492249,NA
"151","WBGene00000139",0.436438809877987,7.26192709270275,6.82654522355659,6.82001636467413,4.26267987704132,6.59030104819669,NA,NA,NA,NA,NA
"153","WBGene00000142",0.658681930725961,8.55082137239622,7.70751219460034,8.12207437536222,7.47647238116391,8.21500643276157,NA,NA,NA,NA,NA
"154","WBGene00000143",0.530585503089665,7.97418866928601,7.85979918056211,8.14960173573616,7.62948991639399,7.64108424917491,NA,NA,NA,NA,NA
"155","WBGene00000144",0.5798062688582,5.48479693349065,4.89034912822175,7.34858753092759,6.36302810354046,6.16751649088834,NA,NA,NA,NA,NA
"158","WBGene00000145",0.624149459954094,8.10379671298179,7.37713371283395,7.1276936993474,6.89568269774787,6.60123011872888,NA,NA,NA,NA,NA
"159","WBGene00000146",0.500263228953887,9.8924266051767,10.2785278168303,9.23004495525052,8.9282426778183,9.11173476822206,NA,NA,NA,NA,NA
"163","WBGene00000147",0.483418150875096,8.36822903827628,8.57847641983314,7.10167597161944,7.12286665859908,6.94215670569947,NA,NA,NA,NA,NA
"164","WBGene00000148",0.350706664739668,9.00233170824624,7.49776170062257,8.12888014212564,7.25981961036319,8.04398443122155,NA,NA,NA,NA,NA
"166","WBGene00000149",1.13280845309675,11.5868448479136,13.0368882742869,10.9865969567508,9.57317629802839,11.1512810507857,NA,NA,NA,1.19897756747829,NA
"167","WBGene00000150",0.565852504836518,9.45813751072905,11.1376063653051,8.8209946457479,6.49223983502047,9.10653420325059,NA,NA,NA,0.454495925223115,NA
"168","WBGene00000151",0.575085498835352,7.62900388965296,7.31588350450979,7.62168499872461,6.96979066990159,7.07242190053737,NA,NA,NA,NA,NA
"169","WBGene00000155",0.816283774980319,7.62021477057445,8.82907995256484,8.62389281007529,9.15461622320382,9.60116550334483,NA,NA,NA,NA,NA
"170","WBGene00000156",0.408391938757577,10.0945623543248,9.28005298438748,8.50512061018197,8.87877607170755,8.81224801819743,NA,NA,NA,NA,NA
"171","WBGene00000157",1.03250206442983,9.14867771158408,8.61558951327243,6.77078942390898,6.62007320653036,7.90581031265893,NA,NA,NA,NA,NA
"172","WBGene00000158",0.753718282826588,9.90063348355322,10.434645075274,9.04121140896821,8.39434736141739,9.55123140275911,NA,NA,NA,NA,NA
"173","WBGene00000159",0.870080530756074,8.76045304631527,8.7059937143079,7.73848812249465,6.97728134163075,7.84971375760487,NA,NA,NA,NA,NA
"174","WBGene00000160",0.796267684764333,10.2225592744772,11.2748966761566,8.90163893230033,8.49556089128912,9.8827234631834,NA,NA,NA,0.657325763328118,NA
"177","WBGene00000161",0.846228202364127,10.1710689532809,10.3816453460377,8.95866873704743,8.19863945529737,9.48963738789352,NA,NA,NA,NA,NA
"178","WBGene00000162",0.784018704088166,9.04215837873595,9.21313645927818,8.09009578318096,7.95752740223077,8.44440742169058,NA,NA,NA,NA,NA
"180","WBGene00000163",0.515838366153515,9.59185425926183,9.29035230994557,8.88433318520273,8.46505743699571,8.67812085552252,NA,NA,NA,NA,NA
"182","WBGene00000164",0.665557470682936,9.18255799096373,8.97853441008332,7.41517510961329,6.5206211275587,7.89543600694297,NA,NA,NA,NA,NA
"183","WBGene00000165",0.891791526179464,8.67008593751938,7.47533923656674,7.38274644973891,7.42595365707754,7.75061473277041,NA,NA,NA,NA,NA
"184","WBGene00000166",0.57492759475441,5.39362754635236,8.78462153484075,6.78332520060396,3.09104245335832,6.35610766069589,NA,NA,NA,0.410673009417802,NA
"185","WBGene00000168",0.947282046608688,6.89162589705225,6.57088296233958,6.21460809842219,8.53010941668278,6.68835471394676,NA,NA,NA,NA,NA
"186","WBGene00000169",0.678863411511514,4.77068462446567,8.90720619496548,7.07326971745971,7.36391350140582,8.31483217928456,NA,NA,NA,0.647430372315234,NA
"188","WBGene00000170",1.35429638425412,12.5835428611855,12.8896037393712,10.6717885866965,7.22183582528845,10.0486263182024,NA,NA,NA,1.5262769511071,NA
"190","WBGene00000171",0.496747907072355,0.693147180559945,2.63905732961526,6.86797440897029,3.68887945411394,2.89037175789616,NA,NA,NA,NA,NA
"192","WBGene00000172",0.554820063380621,8.0471895621705,7.90691548867859,6.361302477573,5.91079664404053,8.38958706681109,NA,NA,NA,NA,NA
"193","WBGene00000173",0.486721216543918,2.70805020110221,6.12029741895095,3.49650756146648,1.6094379124341,3.89182029811063,NA,NA,NA,NA,NA
"194","WBGene00000174",0.584286861060372,4.88280192258637,7.06987412845857,7.39633529380081,3.13549421592915,4.36944785246702,NA,NA,NA,NA,NA
"197","WBGene00000175",1.12788816156853,8.58914169072882,11.0145882026566,6.88857245956536,8.45531778769815,9.98373024021233,NA,NA,NA,1.24016961721312,NA
"198","WBGene00000176",0.852735258053864,4.89783979995091,8.42156296040099,4.97673374242057,7.1608459066643,8.97664130672246,NA,NA,NA,NA,0.442982852160552
"200","WBGene00000177",0.689691747421244,3.97029191355212,7.06902342657826,6.8501261661455,4.59511985013459,6.5366915975913,NA,NA,NA,NA,NA
"202","WBGene00000178",0.822148126189811,9.51635340111269,9.14558849474649,7.31920245876785,7.09920174355309,8.99838401005254,NA,NA,NA,NA,NA
"203","WBGene00000179",0.767622973523584,8.72436994920837,7.56527528189893,7.32646561384032,6.80572255341699,8.39660622842712,NA,NA,NA,NA,NA
"204","WBGene00000180",0.544643390331798,8.05959232888755,8.40782465436087,7.63916117165917,5.92425579741453,7.56216163122565,NA,NA,NA,NA,NA
"205","WBGene00000181",0.839082463811968,8.57960445153763,9.00479112906292,8.77678438370149,8.21392359562274,9.23834456838578,NA,NA,NA,NA,NA
"207","WBGene00000182",1.04567352334075,11.1606550923641,11.4750366644274,9.86000577392417,9.35962207469194,10.7696211864123,NA,NA,NA,NA,NA
"208","WBGene00000183",1.07734921153404,11.1385519643397,11.1817093904947,10.140888975597,9.63789307654835,10.8805158410258,NA,NA,NA,NA,NA
"209","WBGene00000184",0.757766552022791,8.26821888006751,8.38389034410182,7.23201033166476,6.49072353450251,7.82204400818562,NA,NA,NA,NA,NA
"210","WBGene00000185",0.911823150276528,0,6.14418563412565,3.52636052461616,1.79175946922805,2.89037175789616,NA,NA,NA,NA,NA
"212","WBGene00000186",0.468031394418569,9.16785032035523,9.49265808192881,8.37539918579835,7.78655180642871,8.62443194208584,NA,NA,NA,NA,NA
"213","WBGene00000187",0.584819957463108,8.71948076085107,8.32263709695394,7.78280726283969,7.16317239084664,8.13798045445214,NA,NA,NA,NA,NA
"214","WBGene00000188",0.974968547704733,7.73718007783463,8.71702717329482,7.23777819192344,3.49650756146648,7.14677217945264,NA,NA,NA,0.892962850364544,NA
"215","WBGene00000189",0.502057721001117,7.85748078694253,7.19518732017871,6.44730586254121,5.78382518232974,6.65286302935335,NA,NA,NA,NA,NA
"216","WBGene00000190",0.823469388944299,1.94591014905531,7.53369370984863,3.66356164612965,2.30258509299405,5.03695260241363,NA,NA,NA,NA,NA
"217","WBGene00000192",0.971242772060904,9.17895289873455,9.94371737175519,8.5143892640835,8.17018565287964,8.8997307948807,NA,NA,NA,NA,NA
"218","WBGene00000193",0.666666246663304,6.91572344863131,6.16120732169508,4.92725368515721,1.38629436111989,4.06044301054642,NA,NA,NA,NA,NA
"219","WBGene00000195",0.811840931167325,8.53601494565683,9.00736702745136,7.70885960104718,6.78558764500793,7.54433210805369,NA,NA,NA,NA,NA
"220","WBGene00000196",0.563132334203986,7.50988306115491,7.68753876620163,7.70255611326858,6.56385552653213,7.56579328242851,NA,NA,NA,NA,NA
"221","WBGene00000197",1.00963084874185,9.23883064237581,10.4386642671659,9.81296091333657,10.0661164759843,10.2368478091093,NA,NA,NA,NA,NA
"222","WBGene00000198",1.04222732810663,9.56106766364501,9.80056849852829,9.07452064883365,8.77585831479753,10.1772481696469,NA,NA,NA,NA,NA
"223","WBGene00000199",0.888546328754558,9.2758471741783,10.6736189221124,8.39162996844089,8.12355783506165,9.19410935886576,NA,NA,NA,0.81507708295574,NA
"224","WBGene00000200",0.738558997869842,9.36700218198956,10.7409082222525,8.87150534616578,8.31164394850298,9.18932100475211,NA,NA,NA,0.699883843207628,NA
"225","WBGene00000201",0.914596477835997,9.23171039771237,10.5841825251568,8.6909784171879,7.85631957140659,8.94676537486763,NA,NA,NA,0.842586082805511,NA
"226","WBGene00000202",0.658534407923137,6.78445706263764,7.42297125104942,7.02197642307216,7.07411681619736,6.82546003625531,NA,NA,NA,NA,NA
"227","WBGene00000203",0.971385837111711,8.6427680143243,7.77695440332244,7.40974195408092,6.68835471394676,7.78779687818117,NA,NA,NA,NA,NA
"228","WBGene00000204",0.935400892019308,9.1942109900463,9.55243960446253,8.04558828080353,7.51588908521513,8.84908351853234,NA,NA,NA,NA,NA
"229","WBGene00000205",0.984427422329375,8.0805469658245,7.57198844937744,6.7719355558396,6.61606518513282,7.34987370473834,NA,NA,NA,NA,NA
"230","WBGene00000206",0.974415624722769,7.99799931797973,7.85127199710988,8.50309426703674,8.6522484224091,8.68457030082437,NA,NA,NA,NA,NA
"231","WBGene00000207",1.28697283649383,9.79372848854339,11.3597859404198,10.6049004775131,9.45977525724446,11.0011994359611,NA,NA,NA,NA,NA
"232","WBGene00000208",0.861758337894495,7.63675211243578,8.74385056203024,8.27078101316267,7.21817683840341,7.6586995582683,NA,NA,NA,NA,NA
"233","WBGene00000209",1.13801107538843,8.6557370008643,8.53286967080125,8.31041499418829,8.5519810169019,9.08307502093031,NA,NA,NA,NA,NA
"234","WBGene00000210",1.14579659938289,8.9690328500343,9.50955568024164,8.95389853526046,8.05896001776942,9.88057710095302,NA,NA,NA,NA,NA
"235","WBGene00000211",0.442355740139901,5.25749537202778,7.93666015522543,6.82328612235569,5.42053499927229,6.80239476332431,NA,NA,NA,NA,NA
"236","WBGene00000212",0.603271712519894,3.93182563272433,8.26796230533871,7.57814547241947,6.13772705408623,7.37713371283395,NA,NA,NA,NA,NA
"237","WBGene00000213",0.845536798484709,0,7.3125534981026,3.63758615972639,7.650168700845,7.30451594646016,NA,NA,NA,NA,NA
"239","WBGene00000214",1.51801300226531,8.02191277898571,13.3949688671971,8.46884293047519,11.6121371150412,12.8098283461741,NA,NA,NA,1.72705588522391,NA
"240","WBGene00000215",1.01638142027167,7.74759683869289,11.2644641056717,6.69826805411541,10.1615734470479,11.5587875369349,NA,NA,NA,NA,NA
"241","WBGene00000216",1.28282659336187,7.98718474823347,11.8331086088829,8.41161042884117,10.3964444777596,11.8643989045095,NA,NA,NA,NA,NA
"242","WBGene00000217",0.999816245562421,10.5369378058379,10.75511175508,10.3737723922385,9.34092994167978,9.96335894957352,NA,NA,NA,NA,NA
